r_def,cd_a,cve_ent,con,upm,d_sem,n_pro_viv,v_sel,n_hog,h_mud,n_ent,per,n_ren,eda,n_inf,p1,p1a1,p1a2,p1a3,p1b,p1c,p1d,p1e,p2_1,p2_2,p2_3,p2_4,p2_9,p2a_dia,p2a_sem,p2a_mes,p2a_anio,p2b_dia,p2b_sem,p2b_mes,p2b_anio,p2b,p2c,p2d1,p2d2,p2d3,p2d4,p2d5,p2d6,p2d7,p2d8,p2d9,p2d10,p2d11,p2d99,p2e,p2f,p2g1,p2g2,p2h1,p2h2,p2h3,p2h4,p2h9,p2i,p2j,p2k_anio,p2k_mes,p2k,p3,p3a,p3b,p3c1,p3c2,p3c3,p3c4,p3c9,p3d,p3e,p3f1,p3f2,p3g1_1,p3g1_2,p3g2_1,p3g2_2,p3g3_1,p3g3_2,p3g4_1,p3g4_2,p3g9,p3g_tot,p3h,p3i,p3j1,p3j2,p3k1,p3k2,p3k3,p3k4,p3k5,p3k9,p3l,p4,p4_1,p4_2,p4_3,p4a,p4a_1,p4b,p4c,p4d1,p4d2,p4d3,p4e,p4f,p4g,p4h,p4i,p4i_1,p5,p5a,p5b_hlu,p5b_mlu,p5b_hma,p5b_mma,p5b_hmi,p5b_mmi,p5b_hju,p5b_mju,p5b_hvi,p5b_mvi,p5b_hsa,p5b_msa,p5b_hdo,p5b_mdo,p5b_thrs,p5b_tdia,p5c,p5d1,p5d_hlu,p5d_mlu,p5d_hma,p5d_mma,p5d_hmi,p5d_mmi,p5d_hju,p5d_mju,p5d_hvi,p5d_mvi,p5d_hsa,p5d_msa,p5d_hdo,p5d_mdo,p5d_thrs,p5d_tdia,p5e,p5f1,p5f2,p5f3,p5f4,p5f5,p5f6,p5f7,p5f8,p5f9,p5f10,p5f11,p5f12,p5f13,p5f14,p5f15,p5f99,ur,tipo,mes_cal,fac_tri,fac_men,cve_mun,cvegeo
00,03,19,40481,1909852,401,0120,52,1,0,5,425,03,26,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,1511,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,09,1, , ,2,4840,1,4,2, , ,3, ,, ,1,2,3,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,99,175,0,039,19039
00,03,19,40481,1909852,401,0120,52,1,0,5,425,04,22,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,99,175,0,039,19039
00,03,19,40485,1904097,403,0060,53,1,0,5,425,01,70,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,1,1,12,1, , , , ,2, ,2023,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,550,1710,021,19021
00,03,19,40485,1904097,403,0060,53,1,0,5,425,02,38,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9239,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,9, , , , , ,5, ,99,1, , ,2,9999,2,4,2, , ,3, ,, ,1,3,3,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,15,,1,1,10,550,1710,021,19021
00,03,19,40485,1904097,403,0060,53,1,0,5,425,03,44,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,7212,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , , , , , ,5, ,02,1, , , ,3320,1,4,1, , , ,3,,9, , , ,3, ,06,00,06,00,06,00,06,00,06,00,00,00,00,00,030,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,550,1710,021,19021
00,03,19,40489,1905033,402,0009,51,1,0,5,425,01,62,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,1,1,12,1, ,3, , ,2, ,2021,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,566,1757,021,19021
00,03,19,40489,1905033,402,0009,51,1,0,5,425,02,40,02,2,1, , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,3232,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , , , , , ,5, ,99,1, , ,2,4681,1,4,2, , ,3, ,, ,1,2,3,3, ,10,00,10,00,10,00,10,00,10,00,10,00,00,00,060,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,15,,1,1,10,566,1757,021,19021
00,03,19,40490,1905697,406,0028,52,1,0,5,425,01,72,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,, ,2, , , ,3, ,2017,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,562,1759,026,19026
00,03,19,40490,1905697,406,0028,52,1,0,5,425,02,93,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,3, ,,1, , , , ,1,2,1992,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,562,1759,026,19026
00,03,19,40492,1906289,404,0078,55,1,0,5,425,01,50,04,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8341,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,9, , , , , , , ,9,99,1, , ,2,4840,1,4,2, , ,3, ,, ,3,9,3,3, ,98,00,98,00,98,00,98,00,98,00,98,00,00,00,999,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,653,2027,026,19026
00,03,19,40492,1906289,404,0078,55,1,0,5,425,03,15,04,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,653,2027,026,19026
00,03,19,40492,1906289,404,0078,55,1,0,5,425,04,23,04,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,, ,2, , , ,3, ,2025,07,1,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,653,2027,026,19026
00,03,19,40492,1906289,404,0078,55,1,0,5,425,05,22,04,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5211,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,1, , , ,8121,1,4,1, , , ,3,,2, , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,653,2027,026,19026
00,03,19,40496,1907439,412,0178,55,1,0,5,425,01,54,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1, , , , ,2, ,2018,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,538,1768,031,19031
00,03,19,40496,1907439,412,0178,55,1,0,5,425,02,31,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8352,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,9, , ,1,2,3, , , ,11,1, , ,2,3330,1,4,2, , ,3, ,, ,1,2,3,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,538,1768,031,19031
00,03,19,40496,1907439,412,0178,55,1,0,5,425,03,30,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,538,1768,031,19031
00,03,19,40499,1907869,413,0017,54,1,0,5,425,01,48,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,7132,2,1, , ,3, , ,1,1,1,,1,003, ,, ,, ,, ,003, , , , , , , , , , ,,2, , , ,2381,1,4,1, , , ,4,08,1, , , ,3, ,08,00,08,00,08,00,08,00,08,08,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,530,1747,031,19031
00,03,19,40499,1907869,413,0017,54,1,0,5,425,02,32,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1, , , , ,2, ,2023,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,530,1747,031,19031
00,03,19,40501,1908552,405,0131,54,1,0,5,425,01,41,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4111,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,1, , , ,4671,1,4,1, , , ,3,,9, , , ,3, ,10,00,10,00,10,00,10,00,10,00,10,00,00,00,060,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,661,2051,039,19039
00,03,19,40501,1908552,405,0131,54,1,0,5,425,02,34,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4111,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,4699,2,4,1, , , ,3,,9, , , ,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,661,2051,039,19039
00,03,19,40501,1908552,405,0131,54,1,0,5,425,03,14,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,661,2051,039,19039
00,03,19,40501,1908552,405,0131,54,1,0,5,425,04,12,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,661,2051,039,19039
00,03,19,40501,1908552,405,0131,54,1,0,5,425,05,69,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,7213,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , , , , ,4, , ,02,1, , , ,8111,1,4,1, , , ,3,,4, , , ,3, ,10,00,10,00,10,00,10,00,10,00,10,00,00,00,060,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,661,2051,039,19039
00,03,19,40501,1908552,405,0131,54,1,0,5,425,06,65,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9611,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , , , , ,4, , ,01,3, , , ,8140,1, , , , , , ,, , , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,661,2051,039,19039
00,03,19,40502,1908698,402,0017,51,1,0,5,425,01,63,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4111,2,1, , ,3, , ,1,1,1,, ,, ,,3,001, ,, ,001, , , , , , , , , , ,,1, , , ,4611,1,4,1, , , ,4,06,2, , , ,3, ,10,00,10,00,10,00,10,00,10,00,10,00,10,00,070,7,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,513,1594,039,19039
00,03,19,40502,1908698,402,0017,51,1,0,5,425,02,64,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4211,1, , , , , , , , , ,, ,, ,, ,, ,, ,,3, , , , , , , , , ,02,1, , , ,4611,1,4,1, , , ,4,06,2, , , ,3, ,02,00,02,00,02,00,02,00,02,00,02,00,02,00,014,7,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,513,1594,039,19039
00,03,19,40508,1910971,407,0041,52,1,0,5,425,01,59,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9621,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,1,2,1,2, , , , ,99,1, , ,2,5613,1,4,2, , ,3, ,, ,2,3,3,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,474,1483,039,19039
00,03,19,40515,1904369,402,0059,53,1,0,5,425,01,54,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5313,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,08,1, , ,2,5614,1,4,2, , ,3, ,, ,2,2,3,3, ,24,00,00,00,24,00,00,00,24,00,00,00,24,00,096,4,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,459,1244,021,19021
00,03,19,40515,1904369,402,0059,53,1,0,5,425,03,19,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,1,1,09, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,459,1244,021,19021
00,03,19,40515,1904369,402,0059,53,1,0,5,425,04,25,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5313,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,08,1, , ,2,5614,1,4,2, , ,3, ,, ,2,2,3,3, ,12,00,00,00,12,00,12,00,12,00,12,00,12,00,072,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,459,1244,021,19021
00,03,19,40517,1907176,410,0001,75,1,0,5,425,01,67,01,2, , ,3,1,12,2,4, , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,3, ,,1,2, , , ,4, ,2019,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,2,12,207,637,031,19031
00,03,19,40517,1907176,410,0117,78,1,0,5,425,01,53,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9234,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,07,1, , ,2,3230,2,4,2, , ,3, ,, ,1,3,3,3, ,08,30,08,30,08,30,08,30,08,30,00,00,00,00,042,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,2,12,207,637,031,19031
00,03,19,40517,1907176,410,0117,78,1,0,5,425,02,56,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9411,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , , , , ,4, , ,02,1, , , ,7221,1,4,1, , , ,3,,4, , , ,3, ,10,00,10,00,10,00,10,00,10,00,00,00,00,00,050,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,2,12,207,637,031,19031
00,03,19,40518,1911338,404,0106,52,1,1,5,425,01,27,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8145,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,10,1, , ,2,3220,1,4,2, , ,3, ,, ,1,9,3,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,398,1080,041,19041
00,03,19,40518,1911338,404,0106,52,1,1,5,425,02,37,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1, , , , ,2, ,2024,10,2,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,398,1080,041,19041
00,03,19,40518,1911338,404,0154,55,1,0,5,425,01,52,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5112,2,1, , ,3, , ,1,1,1,,1,001,2,001, ,, ,, ,002, , , , , , , , , , ,,1, , , ,7221,1,4,1, , , ,3,,2, , , ,3, ,12,00,12,00,12,00,12,00,12,09,00,00,12,00,072,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,398,1080,041,19041
00,03,19,40518,1911338,404,0154,55,1,0,5,425,02,49,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5112,2,1, , ,3, , ,1,1,1,,1,001,2,001, ,, ,, ,002, , , , , , , , , , ,,1, , , ,7221,1,4,1, , , ,3,,2, , , ,3, ,12,00,12,00,12,00,12,00,12,00,00,00,12,00,072,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,398,1080,041,19041
00,03,19,40518,1911338,404,0154,55,1,0,5,425,03,56,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9411,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , , , , , ,5, ,02,1, , , ,7221,1,4,1, , , ,3,,2, , , ,3, ,12,00,12,00,12,00,12,00,12,00,00,00,12,00,072,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,398,1080,041,19041
00,03,19,40520,1911549,401,0080,53,1,0,5,425,01,52,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8123,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,10,1, , ,2,3360,1,4,2, , ,3, ,, ,1,1,3,3, ,10,00,10,00,10,00,10,00,10,00,00,00,00,00,050,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,99,500,0,041,19041
00,03,19,40520,1911549,401,0080,53,1,0,5,425,02,48,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,1,1,12, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,99,500,0,041,19041
00,03,19,40520,1911549,401,0080,53,1,0,5,425,03,33,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,1712,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , ,1,2, , , , ,05,1, , ,2,7221,1,4,1, , , ,1,, ,1,3,3,3, ,08,00,00,00,08,00,08,00,08,00,08,00,08,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,99,500,0,041,19041
00,03,19,40520,1911549,401,0080,53,1,0,5,425,04,15,02,2, , ,3,2,, , , ,2, , , ,99,3,08,2025,30, ,09,2025,1,2,,,,,,,,,,,,,6,1,1,04, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,99,500,0,041,19041
00,03,19,40520,1911549,401,0080,53,1,0,5,425,05,13,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,6,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,99,500,0,041,19041
00,03,19,40523,1900613,408,0014,51,1,0,5,425,01,45,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,3, ,,1, , , , ,4, ,2023,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,574,1936,006,19006
00,03,19,40523,1900613,408,0014,51,1,0,5,425,02,43,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8131,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,99,1, , ,2,3380,1,4,2, , ,3, ,, ,1,3,3,3, ,09,30,09,30,09,30,09,30,09,30,00,00,00,00,047,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,574,1936,006,19006
00,03,19,40523,1900613,408,0014,51,1,0,5,425,03,17,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,574,1936,006,19006
00,03,19,40535,1905944,412,0023,51,1,0,5,425,01,79,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,3, ,,1, , , , ,4, ,2012,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,569,1755,026,19026
00,03,19,40535,1905944,412,0023,51,1,0,5,425,02,77,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,569,1755,026,19026
00,03,19,40535,1905944,412,0023,51,1,0,5,425,04,51,02,2, , ,3,1,05,1, , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8101,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,10,1, , ,2,3110,1,4,2, , ,3, ,, ,1,1,3,2, ,,,,,,,,,,,,,,,, , ,1,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,,,,,,,,,,,,,,,14,,,1,1,12,569,1755,026,19026
00,03,19,40539,1906911,410,0059,53,1,0,5,425,01,64,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9521,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,4612,1,4,1, , , ,4,02,4, , , ,3, ,02,00,99,00,99,00,99,00,99,00,00,00,00,00,999,9,2,2,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,13,,,,1,1,12,610,1882,026,19026
00,03,19,40539,1906911,410,0059,53,1,0,5,425,02,67,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,1,2,,1, , , , ,4, ,2021,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,610,1882,026,19026
00,03,19,40539,1906911,410,0059,53,1,0,5,425,03,23,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8342,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,4850,2,4,1, , , ,4,05,4, , , ,3, ,03,00,03,00,03,00,03,00,03,00,03,00,03,00,021,7,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,610,1882,026,19026
