id_solicitud,estado,municipio,cve_mun,anio,mes,edad,estatus_laboral,tipo_contrato,antiguedad_laboral_anios,ingreso_mensual_mxn,saldo_cuenta_mxn,Score_Final,Estatus_Aprobacion,lat,lon
318,Nuevo León,Santiago,049,2025,Diciembre,23,Empleado,Sin contrato,0.0,833.0,2636.0,2.64,Rechazado,25.405964980916032,-100.1997473812553
319,Nuevo León,Santa Catarina,048,2025,Octubre,23,Empleado,Sin contrato,0.0,8100.0,22940.0,22.94,Rechazado,25.598188524305556,-100.48739686921296
320,Nuevo León,Monterrey,039,2025,Noviembre,24,Empleado,Sin contrato,0.0,1250.0,2566.0,2.57,Rechazado,25.55914746031746,-100.26696880952382
321,Nuevo León,San Nicolás de los Garza,046,2025,Noviembre,25,Empleado,Sin contrato,0.0,12000.0,23662.0,23.66,Rechazado,25.755252777777777,-100.2895861111111
322,Nuevo León,Guadalupe,026,2025,Noviembre,25,Empleado,Sin contrato,0.0,7800.0,16296.0,16.3,Rechazado,25.68932401234568,-100.16110456790123
323,Nuevo León,Monterrey,039,2025,Octubre,26,Empleado,Sin contrato,0.0,9533.0,20112.0,20.11,Rechazado,25.55914746031746,-100.26696880952382
324,Nuevo León,Monterrey,039,2025,Diciembre,25,Empleado,Sin contrato,0.0,5400.0,9740.0,9.74,Rechazado,25.55914746031746,-100.26696880952382
325,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,26,Empleado,Sin contrato,0.0,8000.0,7162.0,7.16,Rechazado,25.755252777777777,-100.2895861111111
326,Nuevo León,San Nicolás de los Garza,046,2025,Diciembre,25,Empleado,Sin contrato,0.0,8000.0,7016.0,7.02,Rechazado,25.755252777777777,-100.2895861111111
327,Nuevo León,García,018,2025,Octubre,21,Empleado,Sin contrato,0.0,11000.0,36924.0,36.92,Rechazado,25.8149235154321,-100.62665417901233
328,Nuevo León,Apodaca,006,2025,Octubre,19,Empleado,Sin contrato,0.0,8000.0,15569.0,15.57,Rechazado,25.78899183060109,-100.18325821038252
329,Nuevo León,General Escobedo,021,2025,Noviembre,18,Empleado,Sin contrato,0.0,11000.0,36956.0,36.96,Rechazado,25.827195,-100.37023350529101
330,Nuevo León,General Escobedo,021,2025,Octubre,23,Empleado,Sin contrato,0.0,8000.0,7926.0,7.93,Rechazado,25.827195,-100.37023350529101
331,Nuevo León,Guadalupe,026,2025,Noviembre,18,Empleado,Sin contrato,0.0,20000.0,43265.0,43.26,Rechazado,25.68932401234568,-100.16110456790123
332,Nuevo León,Guadalupe,026,2025,Octubre,23,Empleado,Sin contrato,0.0,800.0,899.0,0.9,Rechazado,25.68932401234568,-100.16110456790123
333,Nuevo León,Juárez,031,2025,Diciembre,24,Empleado,Sin contrato,0.0,2000.0,2519.0,2.52,Rechazado,25.60212283769063,-100.1228211083878
334,Nuevo León,Monterrey,039,2025,Diciembre,23,Empleado,Sin contrato,0.0,192.0,113.0,0.11,Rechazado,25.55914746031746,-100.26696880952382
335,Nuevo León,San Nicolás de los Garza,046,2025,Diciembre,25,Empleado,Sin contrato,0.0,1000.0,857.0,0.86,Rechazado,25.755252777777777,-100.2895861111111
336,Nuevo León,Santa Catarina,048,2025,Octubre,24,Empleado,Sin contrato,0.0,12000.0,39007.0,39.01,Rechazado,25.598188524305556,-100.48739686921296
337,Nuevo León,García,018,2025,Octubre,21,Empleado,Sin contrato,0.0,16998.0,24895.0,24.9,Rechazado,25.8149235154321,-100.62665417901233
338,Nuevo León,Juárez,031,2025,Noviembre,24,Empleado,Sin contrato,0.0,10000.0,23244.0,23.24,Rechazado,25.60212283769063,-100.1228211083878
339,Nuevo León,San Nicolás de los Garza,046,2025,Noviembre,27,Empleado,Sin contrato,0.0,3500.0,6633.0,6.63,Rechazado,25.755252777777777,-100.2895861111111
340,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,19,Empleado,Sin contrato,0.0,50000.0,85068.0,85.07,Aprobado,25.755252777777777,-100.2895861111111
341,Nuevo León,García,018,2025,Octubre,25,Empleado,Sin contrato,0.0,5250.0,11002.0,11.0,Rechazado,25.8149235154321,-100.62665417901233
342,Nuevo León,General Escobedo,021,2025,Noviembre,25,Empleado,Sin contrato,0.0,6667.0,7078.0,7.08,Rechazado,25.827195,-100.37023350529101
343,Nuevo León,General Escobedo,021,2025,Octubre,23,Empleado,Sin contrato,0.0,667.0,2312.0,2.31,Rechazado,25.827195,-100.37023350529101
344,Nuevo León,General Escobedo,021,2025,Noviembre,26,Empleado,Sin contrato,0.0,8000.0,23639.0,23.64,Rechazado,25.827195,-100.37023350529101
345,Nuevo León,García,018,2025,Octubre,27,Empleado,Sin contrato,0.0,6000.0,16349.0,16.35,Rechazado,25.8149235154321,-100.62665417901233
346,Nuevo León,Apodaca,006,2025,Octubre,23,Empleado,Sin contrato,0.0,133.0,254.0,0.25,Rechazado,25.78899183060109,-100.18325821038252
347,Nuevo León,Juárez,031,2025,Noviembre,22,Empleado,Sin contrato,0.0,5000.0,4793.0,4.79,Rechazado,25.60212283769063,-100.1228211083878
348,Nuevo León,Juárez,031,2025,Noviembre,23,Empleado,Sin contrato,0.0,5000.0,16310.0,16.31,Rechazado,25.60212283769063,-100.1228211083878
349,Nuevo León,Juárez,031,2025,Noviembre,24,Empleado,Sin contrato,0.0,1000.0,1524.0,1.52,Rechazado,25.60212283769063,-100.1228211083878
350,Nuevo León,Juárez,031,2025,Noviembre,27,Empleado,Sin contrato,0.0,5000.0,3252.0,3.25,Rechazado,25.60212283769063,-100.1228211083878
351,Nuevo León,Apodaca,006,2025,Diciembre,24,Empleado,Sin contrato,0.0,2000.0,3054.0,3.05,Rechazado,25.78899183060109,-100.18325821038252
352,Nuevo León,Apodaca,006,2025,Noviembre,24,Empleado,Sin contrato,0.0,667.0,1923.0,1.92,Rechazado,25.78899183060109,-100.18325821038252
353,Nuevo León,General Escobedo,021,2025,Noviembre,20,Empleado,Sin contrato,0.0,4500.0,10657.0,10.66,Rechazado,25.827195,-100.37023350529101
354,Nuevo León,Monterrey,039,2025,Diciembre,27,Empleado,Sin contrato,0.0,8000.0,22020.0,22.02,Rechazado,25.55914746031746,-100.26696880952382
355,Nuevo León,Apodaca,006,2025,Noviembre,21,Empleado,Sin contrato,0.0,36000.0,103713.0,103.71,Aprobado,25.78899183060109,-100.18325821038252
356,Nuevo León,Monterrey,039,2025,Diciembre,26,Empleado,Sin contrato,0.0,3000.0,3408.0,3.41,Rechazado,25.55914746031746,-100.26696880952382
357,Nuevo León,Guadalupe,026,2025,Diciembre,22,Empleado,Sin contrato,0.0,2000.0,6543.0,6.54,Rechazado,25.68932401234568,-100.16110456790123
358,Nuevo León,General Escobedo,021,2025,Octubre,25,Empleado,Sin contrato,0.0,3000.0,5442.0,5.44,Rechazado,25.827195,-100.37023350529101
359,Nuevo León,Pesquería,041,2025,Noviembre,27,Empleado,Sin contrato,0.0,6333.0,15307.0,15.31,Rechazado,25.75300753734827,-100.01929248132586
360,Nuevo León,Guadalupe,026,2025,Diciembre,23,Empleado,Sin contrato,0.0,1041.0,528.0,0.53,Rechazado,25.68932401234568,-100.16110456790123
361,Nuevo León,General Escobedo,021,2025,Diciembre,23,Empleado,Sin contrato,0.0,9667.0,33642.0,33.64,Rechazado,25.827195,-100.37023350529101
362,Nuevo León,General Escobedo,021,2025,Noviembre,24,Empleado,Sin contrato,0.0,2000.0,2685.0,2.68,Rechazado,25.827195,-100.37023350529101
363,Nuevo León,General Escobedo,021,2025,Octubre,19,Empleado,Sin contrato,0.0,425.0,292.0,0.29,Rechazado,25.827195,-100.37023350529101
364,Nuevo León,Santa Catarina,048,2025,Noviembre,27,Empleado,Sin contrato,0.0,10833.0,20310.0,20.31,Rechazado,25.598188524305556,-100.48739686921296
365,Nuevo León,García,018,2025,Octubre,27,Empleado,Sin contrato,0.0,14000.0,12419.0,12.42,Rechazado,25.8149235154321,-100.62665417901233
366,Nuevo León,García,018,2025,Diciembre,26,Empleado,Sin contrato,0.0,12000.0,11484.0,11.48,Rechazado,25.8149235154321,-100.62665417901233
367,Nuevo León,Linares,033,2025,Noviembre,26,Empleado,Sin contrato,0.0,37233.0,89242.0,89.24,Aprobado,24.850526184108524,-99.55899921834624
368,Nuevo León,Montemorelos,038,2025,Diciembre,22,Empleado,Sin contrato,0.0,8233.0,13821.0,13.82,Rechazado,25.186208204656864,-99.86381055759803
369,Nuevo León,Montemorelos,038,2025,Diciembre,24,Empleado,Sin contrato,0.0,3000.0,9797.0,9.8,Rechazado,25.186208204656864,-99.86381055759803
370,Nuevo León,Cadereyta Jiménez,009,2025,Noviembre,19,Empleado,Sin contrato,0.0,19500.0,28421.0,28.42,Rechazado,25.47843766025641,-99.96717816724941
371,Nuevo León,Cadereyta Jiménez,009,2025,Noviembre,24,Empleado,Sin contrato,0.0,8000.0,21428.0,21.43,Rechazado,25.47843766025641,-99.96717816724941
372,Nuevo León,Salinas Victoria,045,2025,Diciembre,22,Empleado,Sin contrato,0.0,6400.0,12053.0,12.05,Rechazado,26.075659133141762,-100.28113906768837
373,Nuevo León,Salinas Victoria,045,2025,Diciembre,18,Empleado,Sin contrato,0.0,583.0,1446.0,1.45,Rechazado,26.075659133141762,-100.28113906768837
374,Nuevo León,Allende,004,2025,Diciembre,25,Empleado,Sin contrato,0.0,2000.0,4598.0,4.6,Rechazado,25.304741803418803,-100.0046524017094
375,Nuevo León,Hidalgo,047,2025,Octubre,19,Empleado,Sin contrato,0.0,30000.0,57551.0,57.55,Rechazado,25.98203736111111,-100.4565300462963
376,Nuevo León,Hidalgo,047,2025,Noviembre,20,Empleado,Sin contrato,0.0,7875.0,26383.0,26.38,Rechazado,25.98203736111111,-100.4565300462963
377,Nuevo León,Sabinas Hidalgo,044,2025,Octubre,22,Empleado,Sin contrato,0.0,2250.0,3438.0,3.44,Rechazado,26.487203570370372,-100.11743341481481
378,Nuevo León,Sabinas Hidalgo,044,2025,Diciembre,25,Empleado,Sin contrato,0.0,15000.0,15476.0,15.48,Rechazado,26.487203570370372,-100.11743341481481
379,Nuevo León,Sabinas Hidalgo,044,2025,Noviembre,24,Empleado,Sin contrato,0.0,6000.0,15206.0,15.21,Rechazado,26.487203570370372,-100.11743341481481
380,Nuevo León,General Zuazua,025,2025,Noviembre,22,Empleado,Sin contrato,0.0,14888.0,45230.0,45.23,Rechazado,25.89077779239766,-100.13730503898636
381,Nuevo León,General Zuazua,025,2025,Octubre,18,Empleado,Sin contrato,0.0,6000.0,3725.0,3.72,Rechazado,25.89077779239766,-100.13730503898636
382,Nuevo León,Salinas Victoria,045,2025,Octubre,23,Empleado,Sin contrato,0.0,18000.0,33280.0,33.28,Rechazado,26.075659133141762,-100.28113906768837
383,Nuevo León,Salinas Victoria,045,2025,Diciembre,24,Empleado,Sin contrato,0.0,6000.0,19065.0,19.07,Rechazado,26.075659133141762,-100.28113906768837
384,Nuevo León,Ciénega de Flores,012,2025,Octubre,25,Empleado,Sin contrato,0.0,13000.0,35735.0,35.74,Rechazado,25.96289115079365,-100.17802153174603
385,Nuevo León,Ciénega de Flores,012,2025,Octubre,24,Empleado,Sin contrato,0.0,6500.0,22590.0,22.59,Rechazado,25.96289115079365,-100.17802153174603
386,Nuevo León,García,018,2025,Diciembre,19,Empleado,Sin contrato,0.0,5000.0,10471.0,10.47,Rechazado,25.8149235154321,-100.62665417901233
387,Nuevo León,García,018,2025,Diciembre,25,Empleado,Sin contrato,0.0,2000.0,4960.0,4.96,Rechazado,25.8149235154321,-100.62665417901233
388,Nuevo León,García,018,2025,Octubre,24,Empleado,Sin contrato,0.0,16000.0,22519.0,22.52,Rechazado,25.8149235154321,-100.62665417901233
389,Nuevo León,Galeana,017,2025,Octubre,26,Empleado,Sin contrato,0.0,7875.0,26323.0,26.32,Rechazado,24.826310219067647,-100.3212828785489
390,Nuevo León,Galeana,017,2025,Diciembre,23,Empleado,Sin contrato,0.0,7000.0,11193.0,11.19,Rechazado,24.826310219067647,-100.3212828785489
391,Nuevo León,Galeana,017,2025,Diciembre,27,Empleado,Sin contrato,0.0,7000.0,19009.0,19.01,Rechazado,24.826310219067647,-100.3212828785489
392,Nuevo León,Galeana,017,2025,Noviembre,24,Empleado,Sin contrato,0.0,8000.0,13675.0,13.68,Rechazado,24.826310219067647,-100.3212828785489
393,Nuevo León,Galeana,017,2025,Octubre,20,Empleado,Sin contrato,0.0,8050.0,17593.0,17.59,Rechazado,24.826310219067647,-100.3212828785489
394,Nuevo León,Guadalupe,026,2025,Octubre,22,Empleado,Sin contrato,0.0,1000.0,2659.0,2.66,Rechazado,25.68932401234568,-100.16110456790123
395,Nuevo León,Guadalupe,026,2025,Octubre,26,Empleado,Sin contrato,0.0,15167.0,30741.0,30.74,Rechazado,25.68932401234568,-100.16110456790123
396,Nuevo León,Monterrey,039,2025,Diciembre,20,Empleado,Sin contrato,0.0,15000.0,48319.0,48.32,Rechazado,25.55914746031746,-100.26696880952382
397,Nuevo León,Apodaca,006,2025,Octubre,24,Empleado,Sin contrato,0.0,4000.0,7032.0,7.03,Rechazado,25.78899183060109,-100.18325821038252
398,Nuevo León,General Escobedo,021,2025,Octubre,25,Empleado,Sin contrato,0.0,4000.0,9765.0,9.76,Rechazado,25.827195,-100.37023350529101
399,Nuevo León,San Nicolás de los Garza,046,2025,Diciembre,22,Empleado,Sin contrato,0.0,3000.0,4581.0,4.58,Rechazado,25.755252777777777,-100.2895861111111
400,Nuevo León,General Escobedo,021,2025,Diciembre,24,Empleado,Sin contrato,0.0,5000.0,8622.0,8.62,Rechazado,25.827195,-100.37023350529101
401,Nuevo León,Juárez,031,2025,Diciembre,22,Empleado,Sin contrato,0.0,8000.0,14561.0,14.56,Rechazado,25.60212283769063,-100.1228211083878
402,Nuevo León,Monterrey,039,2025,Noviembre,26,Empleado,Sin contrato,0.0,7000.0,6142.0,6.14,Rechazado,25.55914746031746,-100.26696880952382
403,Nuevo León,San Nicolás de los Garza,046,2025,Noviembre,27,Empleado,Sin contrato,0.0,4000.0,3101.0,3.1,Rechazado,25.755252777777777,-100.2895861111111
404,Nuevo León,Santa Catarina,048,2025,Noviembre,21,Empleado,Sin contrato,0.0,5000.0,12512.0,12.51,Rechazado,25.598188524305556,-100.48739686921296
405,Nuevo León,Guadalupe,026,2025,Octubre,19,Empleado,Sin contrato,0.0,8267.0,20391.0,20.39,Rechazado,25.68932401234568,-100.16110456790123
406,Nuevo León,San Nicolás de los Garza,046,2025,Noviembre,23,Empleado,Sin contrato,0.0,1550.0,3858.0,3.86,Rechazado,25.755252777777777,-100.2895861111111
407,Nuevo León,San Nicolás de los Garza,046,2025,Noviembre,22,Empleado,Sin contrato,0.0,500.0,280.0,0.28,Rechazado,25.755252777777777,-100.2895861111111
408,Nuevo León,General Escobedo,021,2025,Noviembre,25,Empleado,Sin contrato,0.0,7500.0,11097.0,11.1,Rechazado,25.827195,-100.37023350529101
409,Nuevo León,General Escobedo,021,2025,Diciembre,24,Empleado,Sin contrato,0.0,20000.0,21869.0,21.87,Rechazado,25.827195,-100.37023350529101
410,Nuevo León,Monterrey,039,2025,Diciembre,22,Empleado,Sin contrato,0.0,1500.0,4252.0,4.25,Rechazado,25.55914746031746,-100.26696880952382
411,Nuevo León,Monterrey,039,2025,Octubre,19,Empleado,Sin contrato,0.0,300.0,925.0,0.92,Rechazado,25.55914746031746,-100.26696880952382
412,Nuevo León,Monterrey,039,2025,Noviembre,21,Empleado,Sin contrato,0.0,27000.0,33481.0,33.48,Rechazado,25.55914746031746,-100.26696880952382
413,Nuevo León,General Escobedo,021,2025,Octubre,27,Empleado,Sin contrato,0.0,3800.0,9513.0,9.51,Rechazado,25.827195,-100.37023350529101
414,Nuevo León,Monterrey,039,2025,Noviembre,18,Empleado,Sin contrato,0.0,10000.0,8881.0,8.88,Rechazado,25.55914746031746,-100.26696880952382
415,Nuevo León,Santa Catarina,048,2025,Octubre,27,Empleado,Sin contrato,0.0,3000.0,3976.0,3.98,Rechazado,25.598188524305556,-100.48739686921296
416,Nuevo León,Apodaca,006,2025,Octubre,27,Empleado,Sin contrato,0.0,14000.0,12823.0,12.82,Rechazado,25.78899183060109,-100.18325821038252
417,Nuevo León,Apodaca,006,2025,Diciembre,27,Empleado,Sin contrato,0.0,567.0,766.0,0.77,Rechazado,25.78899183060109,-100.18325821038252
418,Nuevo León,San Pedro Garza García,019,2025,Noviembre,23,Empleado,Sin contrato,0.0,691.0,1744.0,1.74,Rechazado,25.634911428571428,-100.38775825396826
419,Nuevo León,San Nicolás de los Garza,046,2025,Diciembre,25,Empleado,Sin contrato,0.0,4000.0,12924.0,12.92,Rechazado,25.755252777777777,-100.2895861111111
420,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,22,Empleado,Sin contrato,0.0,1000.0,1108.0,1.11,Rechazado,25.755252777777777,-100.2895861111111
421,Nuevo León,General Escobedo,021,2025,Octubre,27,Empleado,Sin contrato,0.0,4500.0,9568.0,9.57,Rechazado,25.827195,-100.37023350529101
422,Nuevo León,General Escobedo,021,2025,Noviembre,23,Empleado,Sin contrato,0.0,2167.0,5643.0,5.64,Rechazado,25.827195,-100.37023350529101
423,Nuevo León,Juárez,031,2025,Octubre,25,Empleado,Sin contrato,0.0,14167.0,47584.0,47.58,Rechazado,25.60212283769063,-100.1228211083878
424,Nuevo León,Monterrey,039,2025,Octubre,24,Empleado,Sin contrato,0.0,11700.0,27263.0,27.26,Rechazado,25.55914746031746,-100.26696880952382
425,Nuevo León,Monterrey,039,2025,Diciembre,18,Empleado,Sin contrato,0.0,267.0,338.0,0.34,Rechazado,25.55914746031746,-100.26696880952382
426,Nuevo León,Apodaca,006,2025,Octubre,19,Empleado,Sin contrato,0.0,9000.0,21388.0,21.39,Rechazado,25.78899183060109,-100.18325821038252
427,Nuevo León,Guadalupe,026,2025,Octubre,21,Empleado,Sin contrato,0.0,3000.0,4384.0,4.38,Rechazado,25.68932401234568,-100.16110456790123
428,Nuevo León,Guadalupe,026,2025,Noviembre,23,Empleado,Sin contrato,0.0,400.0,1371.0,1.37,Rechazado,25.68932401234568,-100.16110456790123
429,Nuevo León,Apodaca,006,2025,Noviembre,21,Empleado,Sin contrato,0.0,167.0,284.0,0.28,Rechazado,25.78899183060109,-100.18325821038252
430,Nuevo León,Apodaca,006,2025,Noviembre,20,Empleado,Sin contrato,0.0,350.0,895.0,0.9,Rechazado,25.78899183060109,-100.18325821038252
431,Nuevo León,Monterrey,039,2025,Noviembre,21,Empleado,Sin contrato,0.0,5000.0,2848.0,2.85,Rechazado,25.55914746031746,-100.26696880952382
432,Nuevo León,Monterrey,039,2025,Diciembre,27,Empleado,Sin contrato,0.0,450.0,765.0,0.76,Rechazado,25.55914746031746,-100.26696880952382
433,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,26,Empleado,Sin contrato,0.0,1200.0,3750.0,3.75,Rechazado,25.755252777777777,-100.2895861111111
434,Nuevo León,San Nicolás de los Garza,046,2025,Noviembre,24,Empleado,Sin contrato,0.0,20000.0,46614.0,46.61,Rechazado,25.755252777777777,-100.2895861111111
435,Nuevo León,Juárez,031,2025,Diciembre,19,Empleado,Sin contrato,0.0,3700.0,6778.0,6.78,Rechazado,25.60212283769063,-100.1228211083878
436,Nuevo León,Monterrey,039,2025,Diciembre,26,Empleado,Sin contrato,0.0,9000.0,29770.0,29.77,Rechazado,25.55914746031746,-100.26696880952382
437,Nuevo León,El Carmen,010,2025,Noviembre,20,Empleado,Sin contrato,0.0,18000.0,55115.0,55.12,Rechazado,25.897698611111114,-100.35209398888888
438,Nuevo León,Juárez,031,2025,Noviembre,19,Empleado,Sin contrato,0.0,12000.0,17600.0,17.6,Rechazado,25.60212283769063,-100.1228211083878
439,Nuevo León,Apodaca,006,2025,Octubre,27,Empleado,Sin contrato,0.0,2000.0,4267.0,4.27,Rechazado,25.78899183060109,-100.18325821038252
440,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,26,Empleado,Sin contrato,0.0,21583.0,42507.0,42.51,Rechazado,25.755252777777777,-100.2895861111111
441,Nuevo León,Santiago,049,2025,Octubre,21,Empleado,Sin contrato,0.0,2000.0,4793.0,4.79,Rechazado,25.405964980916032,-100.1997473812553
442,Nuevo León,General Escobedo,021,2025,Diciembre,24,Empleado,Sin contrato,0.0,4000.0,6009.0,6.01,Rechazado,25.827195,-100.37023350529101
443,Nuevo León,García,018,2025,Octubre,21,Empleado,Sin contrato,0.0,8000.0,9861.0,9.86,Rechazado,25.8149235154321,-100.62665417901233
444,Nuevo León,García,018,2025,Diciembre,25,Empleado,Sin contrato,0.0,7300.0,23638.0,23.64,Rechazado,25.8149235154321,-100.62665417901233
445,Nuevo León,Montemorelos,038,2025,Octubre,23,Empleado,Sin contrato,0.0,1500.0,4907.0,4.91,Rechazado,25.186208204656864,-99.86381055759803
446,Nuevo León,Cadereyta Jiménez,009,2025,Diciembre,22,Empleado,Sin contrato,0.0,7000.0,21210.0,21.21,Rechazado,25.47843766025641,-99.96717816724941
447,Nuevo León,Ciénega de Flores,012,2025,Diciembre,27,Empleado,Sin contrato,0.0,12800.0,43963.0,43.96,Rechazado,25.96289115079365,-100.17802153174603
448,Nuevo León,Anáhuac,005,2025,Octubre,22,Empleado,Sin contrato,0.0,1517.0,4149.0,4.15,Rechazado,27.289438437830686,-100.1443252037037
449,Nuevo León,Ciénega de Flores,012,2025,Octubre,19,Empleado,Sin contrato,0.0,5000.0,13970.0,13.97,Rechazado,25.96289115079365,-100.17802153174603
450,Nuevo León,General Zuazua,025,2025,Octubre,24,Empleado,Sin contrato,0.0,14000.0,39029.0,39.03,Rechazado,25.89077779239766,-100.13730503898636
451,Nuevo León,General Zuazua,025,2025,Diciembre,24,Empleado,Sin contrato,0.0,25000.0,48546.0,48.55,Rechazado,25.89077779239766,-100.13730503898636
452,Nuevo León,General Zuazua,025,2025,Octubre,22,Empleado,Sin contrato,0.0,16000.0,29910.0,29.91,Rechazado,25.89077779239766,-100.13730503898636
453,Nuevo León,General Zuazua,025,2025,Noviembre,19,Empleado,Sin contrato,0.0,502.0,613.0,0.61,Rechazado,25.89077779239766,-100.13730503898636
454,Nuevo León,General Zuazua,025,2025,Noviembre,21,Empleado,Sin contrato,0.0,3333.0,8114.0,8.11,Rechazado,25.89077779239766,-100.13730503898636
455,Nuevo León,Ciénega de Flores,012,2025,Diciembre,19,Empleado,Sin contrato,0.0,3000.0,4104.0,4.1,Rechazado,25.96289115079365,-100.17802153174603
456,Nuevo León,Bustamante,008,2025,Noviembre,20,Empleado,Sin contrato,0.0,6300.0,8023.0,8.02,Rechazado,26.561276589147287,-100.49989370155038
457,Nuevo León,General Zuazua,025,2025,Noviembre,26,Empleado,Sin contrato,0.0,10400.0,23482.0,23.48,Rechazado,25.89077779239766,-100.13730503898636
458,Nuevo León,Montemorelos,038,2025,Diciembre,23,Empleado,Sin contrato,0.0,200.0,346.0,0.35,Rechazado,25.186208204656864,-99.86381055759803
459,Nuevo León,Montemorelos,038,2025,Octubre,22,Empleado,Sin contrato,0.0,40000.0,46263.0,46.26,Rechazado,25.186208204656864,-99.86381055759803
460,Nuevo León,Galeana,017,2025,Diciembre,19,Empleado,Sin contrato,0.0,2002.0,5902.0,5.9,Rechazado,24.826310219067647,-100.3212828785489
461,Nuevo León,General Escobedo,021,2025,Octubre,22,Empleado,Sin contrato,0.0,2400.0,7396.0,7.4,Rechazado,25.827195,-100.37023350529101
462,Nuevo León,General Escobedo,021,2025,Noviembre,22,Empleado,Sin contrato,0.0,14167.0,14211.0,14.21,Rechazado,25.827195,-100.37023350529101
463,Nuevo León,Juárez,031,2025,Diciembre,23,Empleado,Sin contrato,0.0,5000.0,2613.0,2.61,Rechazado,25.60212283769063,-100.1228211083878
464,Nuevo León,Juárez,031,2025,Noviembre,27,Empleado,Sin contrato,0.0,100000.0,150839.0,150.84,Aprobado,25.60212283769063,-100.1228211083878
465,Nuevo León,San Pedro Garza García,019,2025,Diciembre,19,Empleado,Sin contrato,0.0,10833.0,31335.0,31.34,Rechazado,25.634911428571428,-100.38775825396826
466,Nuevo León,Juárez,031,2025,Octubre,18,Empleado,Sin contrato,0.0,6000.0,18105.0,18.1,Rechazado,25.60212283769063,-100.1228211083878
467,Nuevo León,Santa Catarina,048,2025,Noviembre,21,Empleado,Sin contrato,0.0,1143.0,1046.0,1.05,Rechazado,25.598188524305556,-100.48739686921296
468,Nuevo León,San Pedro Garza García,019,2025,Noviembre,27,Empleado,Sin contrato,0.0,7000.0,19761.0,19.76,Rechazado,25.634911428571428,-100.38775825396826
469,Nuevo León,San Pedro Garza García,019,2025,Noviembre,24,Empleado,Sin contrato,0.0,15000.0,12707.0,12.71,Rechazado,25.634911428571428,-100.38775825396826
470,Nuevo León,Apodaca,006,2025,Noviembre,27,Empleado,Sin contrato,0.0,6000.0,10021.0,10.02,Rechazado,25.78899183060109,-100.18325821038252
471,Nuevo León,Santiago,049,2025,Octubre,19,Empleado,Sin contrato,0.0,4000.0,13983.0,13.98,Rechazado,25.405964980916032,-100.1997473812553
472,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,27,Empleado,Sin contrato,0.0,3000.0,3233.0,3.23,Rechazado,25.755252777777777,-100.2895861111111
473,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,23,Empleado,Sin contrato,0.0,5000.0,4809.0,4.81,Rechazado,25.755252777777777,-100.2895861111111
474,Nuevo León,San Nicolás de los Garza,046,2025,Noviembre,26,Empleado,Sin contrato,0.0,800.0,1415.0,1.42,Rechazado,25.755252777777777,-100.2895861111111
475,Nuevo León,Juárez,031,2025,Octubre,19,Empleado,Sin contrato,0.0,3000.0,7077.0,7.08,Rechazado,25.60212283769063,-100.1228211083878
476,Nuevo León,Apodaca,006,2025,Diciembre,19,Empleado,Sin contrato,0.0,3000.0,9896.0,9.9,Rechazado,25.78899183060109,-100.18325821038252
477,Nuevo León,Monterrey,039,2025,Noviembre,19,Empleado,Sin contrato,0.0,2450.0,8434.0,8.43,Rechazado,25.55914746031746,-100.26696880952382
478,Nuevo León,Monterrey,039,2025,Octubre,23,Empleado,Sin contrato,0.0,3000.0,2127.0,2.13,Rechazado,25.55914746031746,-100.26696880952382
479,Nuevo León,Monterrey,039,2025,Diciembre,25,Empleado,Sin contrato,0.0,7200.0,6581.0,6.58,Rechazado,25.55914746031746,-100.26696880952382
480,Nuevo León,Monterrey,039,2025,Diciembre,25,Empleado,Sin contrato,0.0,1333.0,3829.0,3.83,Rechazado,25.55914746031746,-100.26696880952382
481,Nuevo León,Monterrey,039,2025,Octubre,18,Empleado,Sin contrato,0.0,1000.0,1312.0,1.31,Rechazado,25.55914746031746,-100.26696880952382
482,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,23,Empleado,Sin contrato,0.0,70000.0,220818.0,220.82,Aprobado,25.755252777777777,-100.2895861111111
483,Nuevo León,San Nicolás de los Garza,046,2025,Octubre,23,Empleado,Sin contrato,0.0,5000.0,12452.0,12.45,Rechazado,25.755252777777777,-100.2895861111111
484,Nuevo León,Apodaca,006,2025,Octubre,19,Empleado,Sin contrato,0.0,2500.0,2089.0,2.09,Rechazado,25.78899183060109,-100.18325821038252
485,Nuevo León,Monterrey,039,2025,Diciembre,27,Empleado,Sin contrato,0.0,10833.0,32473.0,32.47,Rechazado,25.55914746031746,-100.26696880952382
486,Nuevo León,Juárez,031,2025,Diciembre,18,Empleado,Sin contrato,0.0,1000.0,1029.0,1.03,Rechazado,25.60212283769063,-100.1228211083878
487,Nuevo León,Santa Catarina,048,2025,Octubre,19,Empleado,Sin contrato,0.0,6000.0,10623.0,10.62,Rechazado,25.598188524305556,-100.48739686921296
488,Nuevo León,Monterrey,039,2025,Diciembre,23,Empleado,Sin contrato,0.0,9000.0,19409.0,19.41,Rechazado,25.55914746031746,-100.26696880952382
