id_registro,id_persona,año,trimestre,mes,estatus_laboral,sector_economico,tipo_empresa,tamanio_empresa,tipo_contrato,antiguedad_laboral_anios,ingresos_mensuales_mxn,ingresos_no_laborales_mxn,horas_trabajadas_semana,tipo_jornada,sindicalizado,prestaciones_sociales,seguro_imss,busca_empleo,recibe_capacitacion,causa_no_trabaja
470,118,2024,Q1,Febrero,Empleado,Terciario,Privada,Grande (250+),Temporal,6,10600,700,47,Nocturna,No,No,No,No,No,
471,118,2025,Q1,Febrero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,7,12700,3000,41,Completa,Sí,Sí,Sí,No,Sí,
472,118,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,900,0,,No,No,No,No,No,Estudia
473,119,2023,Q1,Marzo,Empleado,Secundario,Privada,Mediana (51-250),Por obra,0,23300,700,43,Nocturna,No,No,No,No,No,
474,119,2024,Q1,Marzo,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,2,27300,1300,52,Completa,No,Sí,Sí,No,No,
475,119,2025,Q1,Enero,Empleado,Secundario,Por cuenta propia,Mediana (51-250),Por obra,3,15900,6400,42,Nocturna,Sí,Sí,Sí,No,No,
476,119,2026,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Por obra,5,24600,4100,53,Parcial,Sí,Sí,Sí,No,No,
477,120,2023,Q1,Marzo,Desempleado,Primario,,,Sin contrato,0,0,1000,0,,No,No,No,Sí,No,Labores del hogar
478,120,2024,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Pequeña (11-50),Temporal,0,20400,3300,35,Completa,No,Sí,No,No,Sí,
479,120,2025,Q1,Marzo,Empleado,Terciario,Privada,Mediana (51-250),Temporal,0,11600,4200,48,Variable,No,Sí,Sí,No,No,
480,120,2026,Q1,Marzo,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Temporal,1,20100,1200,56,Completa,No,No,Sí,No,No,
481,121,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2500,0,,No,No,No,No,Sí,Estudia
482,121,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2500,0,,No,No,Sí,Sí,No,Estudia
483,121,2025,Q1,Marzo,Empleado,Secundario,Privada,Mediana (51-250),Indefinido,0,24000,700,41,Nocturna,No,Sí,Sí,No,No,
484,121,2026,Q1,Marzo,Empleado,Secundario,Privada,Mediana (51-250),Temporal,3,15500,3300,50,Completa,No,Sí,Sí,No,No,
485,122,2023,Q1,Marzo,Empleado,Terciario,Privada,Micro (1-10),Indefinido,3,12800,800,47,Completa,No,No,No,No,No,
486,122,2024,Q1,Febrero,Empleado,Terciario,Privada,Grande (250+),Indefinido,1,23000,500,49,Completa,No,Sí,No,No,No,
487,122,2025,Q1,Enero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,0,23700,2700,35,Completa,No,No,No,No,No,
488,122,2026,Q1,Marzo,Empleado,Primario,Pública,Pequeña (11-50),Indefinido,4,47200,800,44,Completa,Sí,Sí,Sí,No,Sí,
489,123,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1300,0,,No,No,No,No,Sí,Estudia
490,123,2024,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,1900,0,,No,No,Sí,No,No,Problemas de salud
491,123,2025,Q1,Enero,Empleado,Terciario,Privada,Mediana (51-250),Indefinido,1,49500,5400,48,Completa,No,Sí,Sí,No,No,
492,123,2026,Q1,Febrero,Empleado,Terciario,Por cuenta propia,Micro (1-10),Indefinido,3,48300,2400,49,Completa,No,No,No,No,No,
493,124,2023,Q1,Enero,Empleado,Secundario,Por cuenta propia,Mediana (51-250),Indefinido,3,13200,1900,41,Completa,Sí,Sí,Sí,No,Sí,
494,124,2024,Q1,Enero,Desempleado,Secundario,,,Sin contrato,0,0,3600,0,,No,No,No,Sí,Sí,Labores del hogar
495,124,2025,Q1,Marzo,Empleado,Terciario,Pública,Micro (1-10),Temporal,3,11200,1700,35,Completa,No,No,No,No,No,
496,124,2026,Q1,Marzo,Empleado,Terciario,Privada,Grande (250+),Temporal,2,11600,3100,49,Completa,No,No,No,No,No,
497,125,2023,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,4,36700,900,52,Completa,No,Sí,Sí,No,No,
498,125,2024,Q1,Marzo,Empleado,Secundario,Privada,Micro (1-10),Indefinido,2,20300,3300,53,Completa,No,No,No,No,No,
499,125,2025,Q1,Febrero,Empleado,Secundario,Privada,Grande (250+),Temporal,1,18200,4600,53,Completa,Sí,Sí,Sí,No,No,
500,125,2026,Q1,Marzo,Empleado,Primario,Privada,Grande (250+),Indefinido,5,14800,1600,41,Variable,Sí,Sí,Sí,No,Sí,
501,126,2023,Q1,Febrero,Empleado,Primario,Privada,Mediana (51-250),Por obra,8,23100,400,50,Completa,Sí,Sí,Sí,No,No,
502,126,2024,Q1,Enero,Empleado,Secundario,Privada,Mediana (51-250),Indefinido,10,16700,700,35,Completa,No,Sí,Sí,No,Sí,
503,126,2025,Q1,Marzo,Empleado,Secundario,Privada,Grande (250+),Por obra,6,21000,1300,46,Variable,Sí,No,No,No,Sí,
504,126,2026,Q1,Febrero,Empleado,Primario,Privada,Micro (1-10),Por obra,12,17700,500,44,Completa,No,Sí,Sí,No,No,
505,127,2023,Q1,Febrero,Empleado,Terciario,Privada,Pequeña (11-50),Temporal,3,24500,800,46,Completa,No,Sí,No,No,No,
506,127,2024,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,3,25300,6500,52,Completa,No,Sí,Sí,No,No,
507,127,2025,Q1,Febrero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,4,36100,3000,49,Variable,No,Sí,Sí,No,Sí,
508,127,2026,Q1,Febrero,Empleado,Terciario,Privada,Micro (1-10),Por obra,4,16500,1700,42,Completa,No,Sí,Sí,No,No,
509,128,2023,Q1,Febrero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Temporal,2,49100,300,35,Completa,No,No,No,No,No,
510,128,2024,Q1,Marzo,Empleado,Terciario,Por cuenta propia,Micro (1-10),Indefinido,3,40700,5600,45,Completa,No,Sí,Sí,No,Sí,
511,128,2025,Q1,Febrero,Desempleado,Terciario,,,Sin contrato,0,0,600,0,,No,No,No,Sí,No,No encontró trabajo
512,128,2026,Q1,Marzo,Desempleado,Terciario,,,Sin contrato,0,0,800,0,,No,No,No,Sí,Sí,Otra
513,129,2023,Q1,Febrero,Empleado,Terciario,Privada,Grande (250+),Temporal,0,19900,3100,37,Completa,No,No,No,No,No,
514,129,2024,Q1,Marzo,Empleado,Secundario,Privada,Pequeña (11-50),Por obra,4,11000,2400,37,Completa,Sí,No,No,No,No,
515,129,2025,Q1,Marzo,Empleado,Terciario,Familiar,Micro (1-10),Indefinido,5,26800,1500,35,Completa,No,Sí,Sí,No,Sí,
516,129,2026,Q1,Febrero,Empleado,Terciario,Pública,Pequeña (11-50),Indefinido,2,44800,1600,50,Completa,No,No,No,No,No,
517,130,2023,Q1,Enero,Desempleado,Primario,,,Sin contrato,0,0,2000,0,,No,No,No,Sí,No,Otra
518,130,2024,Q1,Enero,Empleado,Terciario,Privada,Grande (250+),Indefinido,3,31300,1300,38,Completa,No,No,No,No,No,
519,130,2025,Q1,Marzo,Empleado,Secundario,Privada,Pequeña (11-50),Por obra,2,16100,1000,51,Completa,No,No,No,No,Sí,
520,130,2026,Q1,Febrero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Indefinido,5,13200,8200,51,Parcial,No,Sí,No,No,Sí,
521,131,2023,Q1,Enero,Empleado,Terciario,Pública,Pequeña (11-50),Indefinido,1,27700,5700,40,Completa,No,Sí,Sí,No,Sí,
522,131,2024,Q1,Febrero,Empleado,Terciario,Privada,Micro (1-10),Temporal,5,13200,1600,54,Variable,No,No,No,No,No,
523,131,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2000,0,,No,No,No,No,No,Estudia
524,131,2026,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,700,0,,No,No,No,No,No,Estudia
525,132,2023,Q1,Marzo,Empleado,Terciario,Privada,Pequeña (11-50),Temporal,2,20800,5100,37,Completa,Sí,Sí,Sí,No,Sí,
526,132,2024,Q1,Marzo,Empleado,Secundario,Privada,Pequeña (11-50),Por obra,3,10400,3300,44,Completa,No,No,No,No,No,
527,132,2025,Q1,Febrero,Empleado,Terciario,Privada,Pequeña (11-50),Temporal,4,16500,4100,35,Completa,No,Sí,No,No,Sí,
528,132,2026,Q1,Enero,Empleado,Primario,Privada,Grande (250+),Indefinido,3,17100,1000,43,Variable,No,Sí,Sí,No,No,
529,133,2023,Q1,Marzo,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Sin contrato,4,43000,8300,41,Variable,No,No,No,No,No,
530,133,2024,Q1,Enero,Empleado,Primario,Pública,Mediana (51-250),Por obra,1,22300,700,37,Variable,Sí,Sí,Sí,No,Sí,
531,133,2025,Q1,Enero,Empleado,Terciario,Por cuenta propia,Micro (1-10),Indefinido,0,22100,1200,52,Nocturna,No,Sí,Sí,No,No,
532,133,2026,Q1,Febrero,Empleado,Terciario,Familiar,Mediana (51-250),Temporal,3,24600,3100,42,Completa,No,No,No,No,Sí,
533,134,2023,Q1,Febrero,Desempleado,Terciario,,,Sin contrato,0,0,2600,0,,No,No,No,Sí,No,Otra
534,134,2024,Q1,Marzo,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Sin contrato,2,19000,2600,62,Completa,No,No,No,No,No,
535,134,2025,Q1,Marzo,Empleado,Primario,Por cuenta propia,Micro (1-10),Indefinido,0,35600,1600,40,Variable,Sí,No,No,No,No,
536,134,2026,Q1,Febrero,Empleado,Terciario,Privada,Mediana (51-250),Por obra,5,11700,4200,35,Completa,No,Sí,Sí,No,No,
537,135,2023,Q1,Enero,Empleado,Terciario,Pública,Mediana (51-250),Temporal,1,18000,2600,46,Variable,No,Sí,Sí,No,No,
538,135,2024,Q1,Marzo,Empleado,Primario,Privada,Micro (1-10),Indefinido,2,37700,2400,55,Completa,No,Sí,Sí,No,Sí,
539,135,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,3300,0,,No,No,No,No,No,Estudia
540,135,2026,Q1,Enero,Empleado,Terciario,Pública,Mediana (51-250),Indefinido,1,45100,1200,36,Completa,Sí,Sí,Sí,No,No,
541,136,2023,Q1,Enero,Empleado,Secundario,Privada,Pequeña (11-50),Indefinido,6,16400,800,42,Nocturna,No,No,No,No,No,
542,136,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1200,0,,No,No,Sí,No,Sí,Estudia
543,136,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2500,0,,No,No,No,No,No,Estudia
544,136,2026,Q1,Marzo,Empleado,Primario,Familiar,Pequeña (11-50),Indefinido,10,36900,2200,35,Parcial,No,Sí,Sí,No,Sí,
545,137,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,5900,1300,19,Parcial,No,No,No,No,No,Estudia
546,137,2024,Q1,Febrero,Empleado,Terciario,Familiar,Mediana (51-250),Indefinido,2,24400,6600,41,Completa,Sí,Sí,Sí,No,Sí,
547,137,2025,Q1,Marzo,Empleado,Terciario,Pública,Mediana (51-250),Indefinido,0,35000,1000,40,Completa,Sí,Sí,Sí,No,No,
548,137,2026,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,0,31400,1300,39,Completa,No,No,No,No,No,
549,138,2023,Q1,Febrero,Empleado,Primario,Privada,Mediana (51-250),Por obra,2,20400,4900,47,Nocturna,No,No,No,No,Sí,
550,138,2024,Q1,Febrero,Emprendedor,Terciario,Por cuenta propia,Pequeña (11-50),Temporal,4,19600,5800,65,Variable,No,No,No,No,No,
551,138,2025,Q1,Marzo,Empleado,Terciario,Privada,Mediana (51-250),Temporal,6,15300,600,50,Completa,No,Sí,Sí,No,No,
552,138,2026,Q1,Marzo,Empleado,Secundario,Pública,Micro (1-10),Indefinido,1,22100,1200,48,Completa,No,Sí,Sí,No,No,
553,139,2023,Q1,Marzo,Empleado,Secundario,Pública,Pequeña (11-50),Indefinido,3,35500,1800,39,Completa,No,Sí,No,No,No,
554,139,2024,Q1,Marzo,Empleado,Terciario,Privada,Micro (1-10),Indefinido,7,32700,200,35,Completa,Sí,No,No,No,No,
555,139,2025,Q1,Enero,Empleado,Secundario,Privada,Mediana (51-250),Temporal,2,10000,2800,53,Parcial,No,Sí,Sí,No,No,
556,139,2026,Q1,Marzo,Empleado,Terciario,Por cuenta propia,Grande (250+),Por obra,6,14700,1700,48,Completa,Sí,No,No,No,Sí,
557,140,2023,Q1,Enero,Empleado,Secundario,Familiar,Pequeña (11-50),Indefinido,4,16400,1000,50,Completa,No,No,No,No,No,
558,140,2024,Q1,Enero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,0,24300,5000,46,Completa,No,No,No,No,No,
559,140,2025,Q1,Enero,Emprendedor,Secundario,Por cuenta propia,Micro (1-10),Sin contrato,3,28300,7400,41,Variable,No,No,No,No,No,
560,140,2026,Q1,Marzo,Empleado,Terciario,Pública,Pequeña (11-50),Temporal,6,25500,2300,45,Completa,No,No,No,No,No,
561,141,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2700,0,,No,No,No,No,Sí,Estudia
562,141,2024,Q1,Febrero,Inactivo,,,,Sin contrato,0,0,3400,0,,No,No,No,No,No,Labores del hogar
563,141,2025,Q1,Marzo,Emprendedor,Secundario,Por cuenta propia,Micro (1-10),Sin contrato,3,29200,2000,31,Variable,No,No,No,No,No,
564,141,2026,Q1,Febrero,Empleado,Terciario,Privada,Mediana (51-250),Temporal,6,11000,1000,49,Completa,No,No,No,No,No,
565,142,2023,Q1,Febrero,Empleado,Terciario,Privada,Mediana (51-250),Indefinido,1,25800,1300,47,Completa,No,Sí,Sí,No,Sí,
566,142,2024,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,6,18800,5500,35,Completa,No,Sí,Sí,No,No,
567,142,2025,Q1,Marzo,Empleado,Terciario,Privada,Micro (1-10),Indefinido,0,16000,3400,52,Completa,No,No,No,No,No,
568,142,2026,Q1,Marzo,Empleado,Terciario,Privada,Grande (250+),Temporal,9,12500,1100,55,Completa,No,No,No,No,No,
569,143,2023,Q1,Marzo,Empleado,Terciario,Pública,Mediana (51-250),Indefinido,7,19800,1600,54,Completa,No,Sí,Sí,No,No,
570,143,2024,Q1,Enero,Empleado,Terciario,Privada,Mediana (51-250),Indefinido,3,26700,3800,46,Completa,No,Sí,No,No,No,
571,143,2025,Q1,Enero,Inactivo,,,,Sin contrato,0,0,2300,0,,No,No,Sí,No,No,Otra
572,143,2026,Q1,Febrero,Empleado,Secundario,Privada,Pequeña (11-50),Temporal,10,15200,800,35,Completa,Sí,No,No,No,No,
573,144,2023,Q1,Febrero,Emprendedor,Terciario,Por cuenta propia,Pequeña (11-50),Temporal,1,16600,5700,44,Variable,No,No,No,Sí,No,
574,144,2024,Q1,Marzo,Empleado,Terciario,Privada,Grande (250+),Indefinido,7,21700,2200,40,Completa,No,Sí,Sí,No,Sí,
575,144,2025,Q1,Febrero,Empleado,Terciario,Por cuenta propia,Mediana (51-250),Indefinido,0,16600,1500,47,Completa,No,No,No,No,No,
576,144,2026,Q1,Febrero,Empleado,Secundario,Privada,Pequeña (11-50),Indefinido,7,17600,2300,51,Parcial,No,No,No,No,Sí,
577,145,2023,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Sin contrato,5,13800,4500,58,Parcial,No,Sí,No,No,Sí,
578,145,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,1800,0,,No,No,Sí,No,No,Estudia
579,145,2025,Q1,Enero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,0,20100,700,43,Completa,No,No,No,No,No,
580,145,2026,Q1,Marzo,Empleado,Secundario,Pública,Micro (1-10),Temporal,2,11600,4100,48,Variable,No,Sí,Sí,No,No,
581,146,2023,Q1,Marzo,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Sin contrato,1,15400,3200,64,Completa,No,No,No,No,Sí,
582,146,2024,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Temporal,3,22700,1100,37,Variable,No,Sí,Sí,No,No,
583,146,2025,Q1,Marzo,Desempleado,Primario,,,Sin contrato,0,0,5800,0,,No,No,No,Sí,Sí,No encontró trabajo
584,146,2026,Q1,Marzo,Empleado,Secundario,Privada,Grande (250+),Indefinido,5,17700,400,39,Variable,No,No,No,No,No,
585,147,2023,Q1,Febrero,Empleado,Terciario,Privada,Mediana (51-250),Temporal,0,19700,100,53,Completa,No,No,No,No,No,
586,147,2024,Q1,Febrero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,1,35800,4800,38,Completa,No,Sí,No,No,No,
587,147,2025,Q1,Febrero,Empleado,Terciario,Privada,Grande (250+),Indefinido,1,28400,2700,52,Completa,No,No,No,No,Sí,
588,147,2026,Q1,Marzo,Desempleado,Terciario,,,Sin contrato,0,0,3300,0,,No,No,No,Sí,No,Labores del hogar
589,148,2023,Q1,Enero,Inactivo,,,,Sin contrato,0,0,3600,0,,No,No,Sí,No,No,Otra
590,148,2024,Q1,Marzo,Empleado,Terciario,Privada,Mediana (51-250),Temporal,2,9200,5900,54,Completa,No,No,No,No,Sí,
591,148,2025,Q1,Marzo,Empleado,Terciario,Privada,Pequeña (11-50),Por obra,3,14000,3800,45,Completa,Sí,Sí,Sí,No,No,
592,148,2026,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,0,23300,800,36,Variable,No,Sí,Sí,No,No,
593,149,2023,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,5,13200,1200,50,Completa,No,Sí,Sí,No,No,
594,149,2024,Q1,Febrero,Empleado,Terciario,Privada,Grande (250+),Indefinido,6,39600,800,38,Variable,Sí,Sí,Sí,No,No,
595,149,2025,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,2200,0,,No,No,Sí,No,No,Problemas de salud
596,149,2026,Q1,Enero,Empleado,Primario,Pública,Mediana (51-250),Indefinido,3,28900,4200,43,Variable,No,Sí,Sí,No,No,
597,150,2023,Q1,Enero,Empleado,Secundario,Privada,Pequeña (11-50),Indefinido,0,14000,3100,41,Completa,No,Sí,Sí,No,Sí,
598,150,2024,Q1,Enero,Empleado,Terciario,Pública,Micro (1-10),Por obra,4,13200,5500,46,Completa,No,No,No,No,Sí,
599,150,2025,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Indefinido,2,21700,7700,34,Completa,No,No,No,No,No,
600,150,2026,Q1,Marzo,Desempleado,Terciario,,,Sin contrato,0,0,5200,0,,No,No,No,Sí,No,Otra
601,151,2023,Q1,Marzo,Desempleado,Terciario,,,Sin contrato,0,0,4300,0,,No,No,No,Sí,No,Otra
602,151,2024,Q1,Marzo,Empleado,Secundario,Privada,Micro (1-10),Indefinido,0,39200,3000,43,Completa,No,No,No,No,No,
603,151,2025,Q1,Marzo,Empleado,Terciario,Pública,Grande (250+),Indefinido,5,40300,1200,48,Completa,Sí,Sí,No,No,No,
604,151,2026,Q1,Enero,Emprendedor,Secundario,Por cuenta propia,Pequeña (11-50),Temporal,0,17500,2700,48,Completa,No,Sí,No,No,Sí,
605,152,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,3900,0,,No,No,No,No,Sí,Estudia
606,152,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,0,400,0,,No,No,No,Sí,No,Estudia
607,152,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2200,0,,No,No,Sí,No,No,Estudia
608,152,2026,Q1,Febrero,Inactivo,,,,Sin contrato,0,0,800,0,,No,No,No,No,No,Otra
609,153,2023,Q1,Enero,Empleado,Primario,Privada,Pequeña (11-50),Indefinido,0,24600,1200,47,Parcial,No,No,No,No,Sí,
610,153,2024,Q1,Marzo,Empleado,Secundario,Pública,Micro (1-10),Temporal,0,14200,1100,35,Variable,No,Sí,Sí,No,No,
611,153,2025,Q1,Enero,Empleado,Terciario,Por cuenta propia,Pequeña (11-50),Indefinido,3,26000,1400,37,Completa,Sí,Sí,Sí,No,Sí,
612,153,2026,Q1,Marzo,Empleado,Terciario,Privada,Mediana (51-250),Indefinido,3,21000,3400,39,Completa,No,Sí,Sí,No,No,
613,154,2023,Q1,Marzo,Empleado,Terciario,Privada,Micro (1-10),Indefinido,0,14700,3200,40,Completa,No,Sí,Sí,No,No,
614,154,2024,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,0,31300,3200,45,Completa,No,No,No,No,Sí,
615,154,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1900,0,,No,No,No,No,No,Estudia
616,154,2026,Q1,Enero,Empleado,Terciario,Privada,Mediana (51-250),Temporal,1,10700,3900,44,Parcial,No,No,No,No,No,
617,155,2023,Q1,Febrero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Temporal,0,34600,2900,53,Completa,No,Sí,Sí,No,No,
618,155,2024,Q1,Febrero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,0,19000,1500,37,Variable,No,Sí,Sí,No,No,
619,155,2025,Q1,Enero,Empleado,Secundario,Privada,Mediana (51-250),Indefinido,1,40100,300,54,Completa,Sí,Sí,No,No,No,
620,155,2026,Q1,Marzo,Empleado,Secundario,Privada,Grande (250+),Por obra,3,14200,4700,55,Parcial,No,No,No,No,No,
621,156,2023,Q1,Enero,Empleado,Secundario,Familiar,Pequeña (11-50),Indefinido,3,25300,5300,51,Completa,No,Sí,Sí,No,No,
622,156,2024,Q1,Febrero,Inactivo,,,,Sin contrato,0,0,1100,0,,No,No,No,No,No,Labores del hogar
623,156,2025,Q1,Febrero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Indefinido,4,17600,1800,37,Parcial,No,No,Sí,No,Sí,
624,156,2026,Q1,Marzo,Empleado,Secundario,Privada,Micro (1-10),Indefinido,4,18700,700,46,Completa,No,No,No,No,No,
625,157,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2500,0,,No,No,Sí,No,No,Estudia
626,157,2024,Q1,Marzo,Empleado,Terciario,Pública,Pequeña (11-50),Indefinido,1,34800,900,46,Completa,No,No,No,No,No,
627,157,2025,Q1,Enero,Empleado,Primario,Pública,Pequeña (11-50),Temporal,3,16200,2100,43,Completa,No,Sí,Sí,No,Sí,
628,157,2026,Q1,Febrero,Empleado,Secundario,Pública,Micro (1-10),Por obra,0,18500,2000,41,Nocturna,Sí,Sí,Sí,No,Sí,
629,158,2023,Q1,Febrero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Indefinido,0,23300,6100,43,Completa,No,No,Sí,No,No,
630,158,2024,Q1,Febrero,Empleado,Terciario,Privada,Pequeña (11-50),Temporal,1,13600,600,35,Completa,Sí,Sí,Sí,No,No,
631,158,2025,Q1,Enero,Emprendedor,Secundario,Por cuenta propia,Micro (1-10),Indefinido,3,21300,8400,53,Completa,No,No,No,No,No,
632,158,2026,Q1,Marzo,Empleado,Terciario,Pública,Pequeña (11-50),Indefinido,1,19900,1400,53,Completa,No,Sí,Sí,No,No,
633,159,2023,Q1,Marzo,Empleado,Terciario,Privada,Micro (1-10),Indefinido,4,19400,800,54,Variable,No,No,No,No,No,
634,159,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2200,0,,No,No,No,Sí,No,Estudia
635,159,2025,Q1,Febrero,Empleado,Primario,Privada,Pequeña (11-50),Indefinido,1,12800,1100,35,Completa,No,No,No,No,No,
636,159,2026,Q1,Marzo,Empleado,Secundario,Privada,Mediana (51-250),Temporal,6,16800,4400,35,Completa,No,No,No,No,No,
637,160,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,2000,1300,0,Parcial,No,No,No,No,No,Estudia
638,160,2024,Q1,Marzo,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,1,16700,700,42,Variable,No,Sí,Sí,No,No,
639,160,2025,Q1,Febrero,Empleado,Secundario,Privada,Pequeña (11-50),Indefinido,2,24100,2800,46,Parcial,No,Sí,Sí,No,No,
640,160,2026,Q1,Enero,Emprendedor,Secundario,Por cuenta propia,Micro (1-10),Sin contrato,0,18600,2200,64,Completa,No,No,No,No,No,
641,161,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1700,0,,No,No,Sí,Sí,No,Estudia
642,161,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,1600,700,9,Parcial,No,No,No,No,No,Estudia
643,161,2025,Q1,Febrero,Empleado,Terciario,Por cuenta propia,Mediana (51-250),Indefinido,0,36000,300,51,Completa,No,Sí,Sí,No,No,
644,161,2026,Q1,Febrero,Empleado,Terciario,Familiar,Grande (250+),Indefinido,2,17800,2500,41,Nocturna,Sí,Sí,Sí,No,Sí,
645,162,2023,Q1,Febrero,Empleado,Terciario,Privada,Grande (250+),Indefinido,5,18300,4400,38,Completa,No,No,No,No,No,
646,162,2024,Q1,Marzo,Empleado,Secundario,Privada,Micro (1-10),Por obra,7,14100,1000,54,Completa,No,No,No,No,No,
647,162,2025,Q1,Enero,Empleado,Terciario,Privada,Grande (250+),Indefinido,7,13100,400,43,Completa,No,No,No,No,No,
648,162,2026,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Indefinido,3,42200,5300,53,Variable,No,No,No,No,Sí,
649,163,2023,Q1,Febrero,Empleado,Terciario,Privada,Mediana (51-250),Indefinido,0,26700,800,40,Completa,No,Sí,Sí,No,No,
650,163,2024,Q1,Febrero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,3,31200,900,53,Variable,No,Sí,Sí,No,No,
651,163,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,4500,0,,No,No,Sí,No,Sí,Estudia
652,163,2026,Q1,Marzo,Desempleado,Terciario,,,Sin contrato,0,0,2000,0,,No,No,No,Sí,No,Estudia
653,164,2023,Q1,Febrero,Empleado,Terciario,Por cuenta propia,Mediana (51-250),Indefinido,0,25300,4800,55,Nocturna,No,Sí,Sí,No,No,
654,164,2024,Q1,Febrero,Empleado,Secundario,Privada,Mediana (51-250),Por obra,3,18500,5300,52,Parcial,Sí,No,No,No,No,
655,164,2025,Q1,Marzo,Desempleado,Primario,,,Sin contrato,0,0,3500,0,,No,No,No,Sí,Sí,Otra
656,164,2026,Q1,Marzo,Empleado,Secundario,Privada,Pequeña (11-50),Temporal,8,14200,3400,38,Parcial,No,Sí,No,No,No,
657,165,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2100,0,,No,No,No,No,No,Estudia
658,165,2024,Q1,Febrero,Inactivo,,,,Sin contrato,0,0,1300,0,,No,No,Sí,No,No,Otra
659,165,2025,Q1,Febrero,Empleado,Secundario,Pública,Mediana (51-250),Indefinido,0,25300,800,36,Variable,No,No,No,No,No,
660,165,2026,Q1,Enero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,2,33400,4500,51,Completa,Sí,Sí,Sí,No,No,
661,166,2023,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Sin contrato,1,16900,6500,62,Variable,No,No,Sí,Sí,No,
662,166,2024,Q1,Febrero,Desempleado,Primario,,,Sin contrato,0,0,800,0,,No,No,No,Sí,Sí,Problemas de salud
663,166,2025,Q1,Enero,Empleado,Terciario,Familiar,Micro (1-10),Indefinido,2,33500,5300,40,Completa,No,Sí,Sí,No,No,
664,166,2026,Q1,Marzo,Empleado,Terciario,Privada,Mediana (51-250),Indefinido,2,30500,900,47,Completa,No,No,No,No,No,
665,167,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,1600,500,13,Parcial,No,No,No,No,No,Estudia
