id_hogar,id_persona,año,ingreso_hogar_trimestral_mxn,saldo_cuenta_mxn,gastos_mensuales_mxn,deuda_actual_mxn,tipo_cuenta_bancaria,banco_principal,gasto_alimentacion_mxn,gasto_transporte_mxn,gasto_salud_mxn,gasto_educacion_mxn,gasto_entretenimiento_mxn,gasto_vivienda_mxn,tiene_seguro_medico,tiene_afore,ahorro_informal_mxn,tiene_credito_previo,tipo_credito,morosidad_historica,num_productos_financieros
91605,259,2025,89400,65900,21100,102200,Débito,BBVA,5600,2200,1700,300,1000,4000,Sí,No,8100,Sí,Tarjeta,No,2
35976,259,2026,16700,5300,5800,9400,Débito,Ninguno,2900,1100,800,4100,1700,2700,Sí,Sí,3600,No,Ninguno,No,1
75269,260,2023,3800,8100,5800,1300,Ninguna,BanBajío,3100,1600,700,2200,1800,3800,Sí,Sí,4300,No,Ninguno,No,2
66667,260,2024,8500,2800,6600,7100,Ninguna,Ninguno,2700,1000,800,2400,2000,2600,Sí,No,1800,No,Ninguno,Sí,0
17599,260,2025,98700,15400,11400,3000,Ninguna,Ninguno,4400,1300,1600,1000,2600,2800,Sí,Sí,13700,Sí,Ninguno,No,4
17811,260,2026,159700,56800,33300,63000,Ambas,BBVA,2600,1000,900,2900,600,2600,Sí,Sí,31900,No,Ninguno,No,4
81534,261,2023,6100,8700,5600,4100,Débito,Ninguno,5200,2800,1200,3100,1800,1900,Sí,No,3300,No,Ninguno,No,1
42530,261,2024,9100,3000,3200,7900,Ninguna,Ninguno,2800,2100,1500,2000,1800,2700,Sí,No,700,No,Ninguno,No,2
74377,261,2025,7700,4100,4400,4900,Ninguna,Ninguno,4200,900,1900,2500,600,2800,Sí,No,4100,No,Ninguno,No,2
83521,261,2026,42600,33600,8400,10800,Ninguna,BanBajío,2900,1000,1600,1400,1500,5200,No,No,6600,Sí,Personal,No,4
33782,262,2023,6400,7500,3700,7700,Ninguna,BBVA,2000,3200,200,1000,2200,3500,Sí,Sí,2300,Sí,Tarjeta,No,0
45061,262,2024,122300,54100,23200,25300,Ambas,Santander,3500,1600,1600,2700,3000,6300,No,Sí,18600,No,Ninguno,No,4
17382,262,2025,54100,74000,14300,3600,Débito,Banorte,2900,1000,1300,900,1900,3100,Sí,Sí,3000,Sí,Ninguno,No,2
69861,262,2026,34400,30300,9000,41500,Crédito,Banorte,3000,1300,300,1600,2700,3800,Sí,Sí,1200,No,Ninguno,No,1
88811,263,2023,6900,3000,3500,5100,Ninguna,Banorte,3500,2300,900,3100,1700,2900,No,No,1900,Sí,Ninguno,No,1
78117,263,2024,5000,1700,4500,9300,Débito,Ninguno,5700,2800,2000,2500,2100,2600,No,No,4300,No,Ninguno,Sí,0
36351,263,2025,79400,17700,15400,8000,Débito,HSBC,2500,1800,2000,1300,800,8100,No,Sí,15300,No,Ninguno,No,3
85581,263,2026,176600,72700,13400,57100,Débito,Banorte,3400,1600,2100,800,1200,2900,Sí,Sí,16200,No,Ninguno,No,4
23503,264,2023,60800,68600,10700,28100,Ambas,Banorte,2500,1300,2200,1800,2000,4600,Sí,Sí,12400,No,Ninguno,No,2
26955,264,2024,64800,17500,19200,42500,Débito,Banorte,2100,1200,1500,1200,700,2800,Sí,Sí,10000,Sí,Ninguno,No,3
66063,264,2025,88900,25200,16400,5600,Ambas,Santander,2500,1400,400,3100,900,6600,No,Sí,7100,No,Ninguno,No,1
92096,264,2026,73900,21600,8200,14300,Ambas,Santander,1900,800,700,3800,1400,3000,No,No,16400,Sí,Ninguno,No,2
23025,265,2023,2400,13400,3800,3600,Ninguna,Banorte,2400,800,500,1500,1200,3400,No,No,500,No,Ninguno,No,0
75990,265,2024,42200,25900,12800,24400,Ambas,Santander,2700,2900,800,2200,1400,4400,Sí,No,10500,No,Ninguno,No,3
10900,265,2025,105900,33100,29400,40900,Crédito,BBVA,3600,1400,1000,2600,1100,6500,No,Sí,6700,No,Ninguno,No,1
88001,265,2026,16100,11400,6700,4700,Ninguna,Ninguno,3800,700,1600,500,1000,7900,Sí,Sí,1900,No,Ninguno,No,1
54855,266,2023,165900,83700,28800,20800,Ambas,Banorte,4200,1700,1200,700,500,2700,Sí,Sí,3100,Sí,Automotriz,No,5
71962,266,2024,5100,7700,4300,10500,Ninguna,Ninguno,3000,1600,1000,700,500,7500,Sí,No,700,No,Ninguno,No,0
76231,266,2025,8900,7500,5800,8500,Débito,Ninguno,3300,3200,700,2500,800,5500,No,No,3000,No,Ninguno,Sí,1
67128,266,2026,99100,45500,23400,22600,Ambas,Banorte,2700,3000,800,2400,700,5100,Sí,Sí,4800,No,Ninguno,Sí,3
22470,267,2023,6300,2200,4300,3300,Débito,Ninguno,2800,1100,1000,800,1900,2600,No,No,600,No,Ninguno,No,3
56644,267,2024,44500,9700,4200,17000,Débito,BBVA,1500,1500,300,1900,2200,3200,No,Sí,10500,No,Ninguno,No,3
13890,267,2025,85600,33300,32300,22000,Débito,Inbursa,5500,500,300,800,1900,2400,No,No,13700,Sí,Tarjeta,Sí,2
23364,267,2026,19700,800,3700,1900,Débito,Ninguno,3700,3200,1400,1300,1100,2000,No,No,1100,No,Ninguno,No,2
76379,268,2023,135500,35400,8000,42700,Débito,BBVA,4100,2000,400,1100,1300,4700,Sí,No,15800,Sí,Ninguno,No,1
97055,268,2024,11300,10700,3700,8800,Ambas,Banamex,2100,800,1700,2000,1300,4000,Sí,No,1100,No,Ninguno,Sí,2
59466,268,2025,64200,6700,12600,9100,Ambas,Banorte,2000,1700,500,2300,700,3100,Sí,Sí,7300,Sí,Tarjeta,Sí,1
79719,268,2026,212300,800,36900,27800,Ambas,Banorte,2100,2400,1100,2300,1300,4200,Sí,No,27100,No,Ninguno,No,2
53036,269,2023,36600,4900,16100,19000,Débito,BBVA,3500,2800,700,1400,2700,3600,Sí,No,8700,No,Ninguno,No,2
90877,269,2024,91900,3600,11800,13300,Débito,Santander,3600,2900,1000,1400,1900,4900,Sí,Sí,8500,No,Ninguno,No,3
41754,269,2025,91300,14100,20500,28100,Ambas,Banamex,3600,1000,800,1200,900,2600,Sí,Sí,8500,Sí,Automotriz,No,1
97865,269,2026,76700,33900,7200,2300,Débito,Banorte,2400,500,1500,600,1300,3900,No,Sí,3200,No,Ninguno,No,1
48403,270,2023,115500,33400,26400,26700,Ambas,BanBajío,4600,2300,1700,1400,400,3300,Sí,Sí,11700,No,Ninguno,No,5
60936,270,2024,144800,36800,28800,52100,Ambas,Banorte,3400,700,700,600,1100,3400,No,Sí,30000,Sí,Ninguno,No,2
67427,270,2025,45900,43000,17100,13500,Ninguna,HSBC,2600,900,700,1000,2400,2500,No,No,18400,Sí,Ninguno,No,2
70848,270,2026,85800,4400,15600,23900,Ambas,Banamex,2200,1200,300,3800,700,6300,No,Sí,12000,Sí,Tarjeta,No,1
26433,271,2023,51800,7900,8900,9000,Débito,HSBC,4200,1700,1800,2200,500,4600,Sí,No,1200,No,Ninguno,Sí,3
40506,271,2024,35900,20200,5800,9400,Débito,Santander,5400,1500,1400,2400,800,3000,No,Sí,14200,No,Ninguno,No,1
82229,271,2025,5400,800,4300,6800,Débito,Ninguno,1900,2500,500,3300,1400,5800,No,No,1300,Sí,Tarjeta,No,2
71481,271,2026,57900,61000,12700,38000,Débito,Banamex,2100,2700,1400,1700,1200,3900,Sí,No,13200,Sí,Ninguno,No,1
40663,272,2023,7900,3100,6000,300,Ninguna,Ninguno,1500,1800,900,1900,700,5000,No,No,3800,No,Ninguno,No,1
76203,272,2024,174300,46900,12700,37600,Débito,BBVA,3400,800,600,1400,400,5100,Sí,No,3300,No,Ninguno,No,4
98940,272,2025,53600,10300,15000,15000,Ambas,Banorte,2300,600,2200,300,900,7300,Sí,Sí,14500,Sí,Personal,No,2
85477,272,2026,91800,28900,19000,38100,Débito,BBVA,3300,1000,500,2800,1200,4500,Sí,No,11300,Sí,Tarjeta,No,5
27040,273,2023,89200,19600,19600,11300,Débito,Banamex,1900,1900,700,1300,1400,5800,No,Sí,12300,Sí,Hipotecario,No,3
65483,273,2024,91000,68400,25400,33800,Débito,Santander,2300,800,400,2900,600,4200,No,No,31600,Sí,Personal,Sí,1
58459,273,2025,161100,53800,36200,35300,Ambas,BBVA,2200,2800,500,900,2500,4500,Sí,Sí,18600,No,Ninguno,No,2
69994,273,2026,114600,46100,24300,37400,Ninguna,Banorte,4100,3000,1100,1100,1200,3200,No,Sí,1300,Sí,Ninguno,Sí,3
36978,274,2023,88200,114000,26000,32300,Débito,Santander,3700,700,2200,600,2400,6800,Sí,Sí,11200,No,Ninguno,No,2
15324,274,2024,12300,6400,4400,400,Débito,Ninguno,4200,1700,800,1300,2000,3900,Sí,No,4000,No,Ninguno,No,1
63526,274,2025,5500,9500,5200,3700,Ninguna,Ninguno,4300,1200,300,1700,1400,3400,Sí,No,500,No,Ninguno,No,0
74083,274,2026,44600,63300,14100,34400,Débito,Inbursa,3000,1800,1200,1900,700,3700,Sí,Sí,15700,Sí,Tarjeta,No,4
37882,275,2023,5900,6600,4800,6500,Ninguna,Ninguno,2600,1500,1200,2500,400,5300,Sí,No,800,No,Ninguno,No,0
97706,275,2024,174400,67800,24000,11000,Ninguna,Banamex,4100,1200,2000,900,700,6200,No,No,16600,No,Ninguno,Sí,1
88175,275,2025,57100,39100,25100,14000,Débito,BBVA,3300,1300,800,2500,400,5900,Sí,No,12000,Sí,Personal,No,3
68334,275,2026,65800,38400,12800,8500,Ambas,Banorte,1800,2100,1600,2200,1500,2200,Sí,Sí,17300,Sí,Ninguno,No,2
84061,276,2023,25600,30800,10800,23800,Ambas,BBVA,4400,1800,800,3000,1300,5000,No,No,4600,No,Ninguno,No,2
68509,276,2024,9400,6400,4700,7200,Ninguna,BBVA,3200,700,1100,800,800,4000,No,No,2000,No,Ninguno,No,2
54586,276,2025,99600,41300,15700,50100,Ninguna,BBVA,3200,1500,900,1000,1000,2700,No,No,10200,Sí,Tarjeta,No,1
26260,276,2026,272500,64300,40100,37600,Ambas,BBVA,2300,1100,1400,1000,1500,4000,Sí,Sí,3100,No,Ninguno,No,2
32350,277,2023,73700,15000,7600,16700,Ambas,Banorte,2400,800,1400,2300,1500,3900,Sí,No,9700,No,Ninguno,No,2
79991,277,2024,141900,34800,16900,64500,Ambas,BanBajío,1900,2000,800,700,2000,2700,Sí,Sí,5900,Sí,Tarjeta,Sí,3
44817,277,2025,82900,10400,9100,30400,Débito,BBVA,2200,2100,300,1800,2500,6500,Sí,Sí,3600,No,Ninguno,Sí,3
49586,277,2026,26700,35100,8000,7700,Ambas,BBVA,4400,1700,1100,1800,1100,4700,No,No,5400,Sí,Ninguno,No,1
61979,278,2023,42600,16000,10100,8000,Débito,Santander,5300,600,1800,3300,2000,1900,No,Sí,6500,Sí,Ninguno,No,2
33273,278,2024,56700,28900,19100,42500,Ambas,Santander,3200,1500,800,1200,2500,5200,No,No,8900,Sí,Tarjeta,No,2
18045,278,2025,152800,17400,26600,36000,Ambas,Banamex,2200,1000,800,2400,1800,2200,Sí,No,26500,Sí,Hipotecario,No,3
34231,278,2026,81900,34700,14800,25500,Ambas,Banamex,2700,1600,900,600,1500,4100,Sí,Sí,12500,No,Ninguno,Sí,2
17334,279,2023,14700,11800,5300,4700,Ninguna,BanBajío,1600,1400,900,1300,1000,4600,No,No,1000,Sí,Tarjeta,No,0
24544,279,2024,21300,21800,8400,7000,Débito,Banorte,2900,2300,300,1000,1600,4900,Sí,Sí,5300,Sí,Tarjeta,No,1
30652,279,2025,62800,900,8200,5900,Ambas,BBVA,2900,800,1900,900,2500,3900,Sí,Sí,5700,Sí,Tarjeta,No,2
88940,279,2026,8700,6800,6500,6200,Ambas,Ninguno,2200,1900,1000,600,1500,5900,No,No,2700,No,Ninguno,No,0
70051,280,2023,82200,19200,24400,23600,Crédito,Santander,2600,1400,1500,1800,1000,5300,Sí,Sí,4400,No,Ninguno,Sí,1
92840,280,2024,7200,8600,4500,300,Ninguna,Ninguno,2300,2000,800,2000,1700,2600,Sí,No,2800,No,Ninguno,No,1
61348,280,2025,140200,1500,23800,51200,Débito,BBVA,2100,2200,600,600,2000,2000,Sí,No,24900,Sí,Ninguno,No,4
26491,280,2026,116900,27000,22300,49400,Ninguna,BanBajío,2000,1000,500,1700,2800,5200,No,Sí,14400,Sí,Ninguno,Sí,2
20662,281,2023,80700,53200,10100,17600,Ninguna,HSBC,4000,1500,1000,3200,1100,3300,Sí,Sí,5400,No,Ninguno,No,3
42264,281,2024,5900,5500,4900,8200,Ninguna,Banorte,1700,2500,600,2500,900,3900,No,No,400,No,Ninguno,No,1
90633,281,2025,123800,71200,18500,49600,Ninguna,Banamex,2400,900,500,4100,1700,1400,Sí,Sí,6700,No,Ninguno,No,4
87519,281,2026,133600,95700,22000,68000,Ambas,Banamex,1700,1400,1200,2500,2100,6900,Sí,Sí,12600,No,Ninguno,No,2
77709,282,2023,5700,13800,6200,700,Ninguna,Banamex,2000,2600,1500,900,400,3400,Sí,No,4600,Sí,Hipotecario,Sí,1
22925,282,2024,80500,17800,6000,27100,Ambas,Ninguno,4100,1100,2100,2900,900,4500,Sí,Sí,4300,No,Ninguno,No,2
87871,282,2025,48300,9000,6800,8000,Ambas,BBVA,2100,1000,400,3100,400,2100,Sí,No,13500,Sí,Personal,No,3
51425,282,2026,71800,30200,25200,18000,Débito,Santander,3600,1600,800,400,2000,3100,Sí,No,14000,Sí,Ninguno,No,1
87199,283,2023,57000,31100,12200,11000,Ambas,Santander,3800,2100,600,1600,2100,3300,Sí,Sí,8500,No,Ninguno,No,2
80224,283,2024,38700,54500,9000,18500,Ninguna,BBVA,4400,1300,1700,1400,500,2400,No,Sí,2000,Sí,Tarjeta,Sí,1
33672,283,2025,49800,14600,10200,5400,Ambas,BBVA,2100,2500,2200,1900,1000,1900,Sí,Sí,7000,No,Ninguno,No,2
40742,283,2026,154700,37700,13000,30300,Débito,Banamex,2200,1800,1300,1500,1200,4500,No,No,5400,No,Ninguno,No,3
87999,284,2023,56300,7700,15700,17100,Ambas,Santander,3300,1200,1600,900,1000,2500,Sí,Sí,23200,Sí,Personal,No,1
61472,284,2024,55700,41700,5800,21700,Ninguna,Banorte,3600,2000,500,3400,1200,7600,No,Sí,8800,Sí,Tarjeta,No,4
85184,284,2025,5400,5900,5000,1700,Ninguna,Ninguno,2200,1200,1300,1000,900,4300,No,No,500,No,Ninguno,Sí,2
34120,284,2026,72600,13100,10500,19900,Ambas,BanBajío,3400,1200,1200,2700,1800,4100,Sí,No,4800,Sí,Tarjeta,Sí,1
26867,285,2023,124000,93600,17600,31600,Débito,Banorte,4100,1500,900,500,500,3400,Sí,Sí,14100,Sí,Personal,Sí,2
81901,285,2024,180500,55700,32600,22900,Débito,BBVA,2200,1200,600,800,1900,2800,Sí,No,10000,No,Ninguno,No,1
75675,285,2025,114100,108000,46900,85700,Débito,Santander,5600,1400,1400,1700,1500,3800,No,No,24300,No,Ninguno,No,2
34214,285,2026,100600,72400,27200,50100,Ambas,Inbursa,3800,2200,600,1300,2000,3000,Sí,No,26000,Sí,Ninguno,No,3
59151,286,2023,64500,33300,16600,18200,Débito,Santander,3300,900,500,800,600,5800,Sí,No,7500,Sí,Hipotecario,No,1
88953,286,2024,27700,10800,6200,3800,Ambas,Ninguno,2600,1100,900,1200,1000,4700,No,Sí,1800,No,Ninguno,Sí,0
44565,286,2025,13100,7300,4300,6600,Ninguna,Ninguno,2800,1600,500,1400,1500,4500,Sí,Sí,3800,No,Ninguno,No,1
17435,286,2026,108600,10900,8700,33600,Débito,BBVA,2000,1100,800,3900,1500,3700,No,Sí,1100,No,Ninguno,No,3
21108,287,2023,63100,31900,22400,19400,Débito,Santander,2500,700,500,2300,1800,3700,Sí,No,5400,No,Ninguno,No,1
66781,287,2024,89400,22400,19000,32200,Ninguna,BanBajío,3100,1000,1000,1500,700,2200,No,No,11100,Sí,Ninguno,No,1
53602,287,2025,67900,24800,11800,23700,Débito,Ninguno,2000,2500,1700,400,1100,2900,No,Sí,14100,No,Ninguno,No,2
45606,287,2026,49200,47300,20200,12500,Ninguna,HSBC,2700,2900,800,500,1200,1700,Sí,No,17100,Sí,Automotriz,No,2
47286,288,2023,12900,8200,3300,6500,Ambas,Ninguno,3800,800,1100,1900,1500,3200,No,No,900,No,Ninguno,No,0
76158,288,2024,10900,13100,3800,11600,Ninguna,Ninguno,2600,1800,2100,1900,2200,3900,Sí,No,600,Sí,Tarjeta,No,0
53026,288,2025,48400,7100,6300,17100,Débito,Inbursa,3400,1300,1900,1200,300,6900,Sí,Sí,7800,Sí,Tarjeta,No,1
49930,288,2026,211700,30200,18800,73300,Débito,BBVA,2900,1000,800,800,1400,7600,Sí,No,13000,No,Ninguno,No,1
30130,289,2023,5200,9300,4500,900,Ninguna,Santander,3100,1100,1600,2000,600,4600,No,No,3600,No,Ninguno,No,0
14337,289,2024,92600,3900,19800,12600,Débito,BBVA,1700,1700,800,1100,400,6300,Sí,Sí,10800,No,Ninguno,Sí,3
28403,289,2025,38600,14100,7300,3200,Ambas,HSBC,2900,800,300,300,1700,4000,No,No,5400,Sí,Ninguno,No,1
28778,289,2026,171200,88900,22000,17100,Crédito,Banamex,4700,1800,700,1600,900,4600,Sí,Sí,12000,Sí,Automotriz,No,2
76118,290,2023,8100,5000,5000,1600,Débito,BanBajío,4800,2000,1300,800,1500,3200,No,No,3400,Sí,Ninguno,No,2
43768,290,2024,77200,6300,12300,27800,Ambas,Banamex,2900,1600,800,1200,1500,4900,Sí,Sí,6400,Sí,Tarjeta,No,2
90382,290,2025,15200,2200,4600,1100,Ninguna,Ninguno,3200,2400,1000,1100,2200,4500,No,No,1300,No,Ninguno,No,1
16476,290,2026,38800,18000,6500,22500,Ninguna,Santander,2000,1900,400,1200,300,2700,No,No,12400,No,Ninguno,No,1
39610,291,2023,97800,77700,22900,17800,Débito,HSBC,4200,3000,2200,3100,500,3500,No,No,12900,Sí,Tarjeta,No,1
45183,291,2024,54600,23300,9400,20000,Ninguna,BBVA,3800,1800,1500,500,2200,8200,No,No,10100,No,Ninguno,No,1
60086,291,2025,138800,47700,9600,50700,Ambas,Santander,2200,800,900,1400,400,1900,Sí,Sí,16100,No,Ninguno,No,5
88500,291,2026,28300,22100,8500,10500,Ninguna,Banorte,2800,2100,1300,800,1800,7300,No,Sí,7100,Sí,Ninguno,No,2
83945,292,2023,21700,35300,8300,18900,Débito,Santander,2500,3500,400,1200,2800,6600,Sí,Sí,6200,No,Ninguno,No,1
51618,292,2024,105000,21900,15800,14800,Débito,BBVA,3000,2100,1400,500,500,7200,Sí,Sí,11100,No,Ninguno,No,3
87569,292,2025,127600,17100,14400,31100,Ambas,Banorte,2500,400,1700,400,1100,3100,No,Sí,16700,Sí,Tarjeta,No,5
65053,292,2026,54100,12900,12300,14200,Débito,BBVA,5100,3000,1600,3600,800,3900,Sí,Sí,2600,No,Ninguno,No,4
28911,293,2023,178900,90400,46700,41900,Ninguna,BBVA,2700,1700,1500,1200,1800,5700,No,No,4900,No,Ninguno,No,2
82911,293,2024,138100,76400,36800,41900,Ambas,BBVA,3300,2400,700,2400,700,5700,Sí,Sí,10700,Sí,Personal,No,5
55582,293,2025,59800,9100,16800,31300,Crédito,BBVA,3000,1300,1200,1600,1100,3200,Sí,Sí,16200,Sí,Tarjeta,No,4
58960,293,2026,121700,91400,14500,28900,Débito,Inbursa,1900,1500,1500,800,2100,3900,Sí,Sí,13400,No,Ninguno,No,3
31584,294,2023,135500,26400,24300,16300,Ninguna,BBVA,2900,1700,1200,2200,1700,4400,Sí,Sí,1700,No,Ninguno,No,3
46390,294,2024,119600,24900,16100,35000,Débito,Inbursa,2400,1400,1100,1200,1600,1800,Sí,Sí,17400,Sí,Tarjeta,No,2
59939,294,2025,296700,89400,26800,17000,Crédito,Banorte,4800,1700,1300,2400,900,6300,No,Sí,12800,Sí,Tarjeta,No,3
28832,294,2026,8000,15600,5600,3000,Ninguna,Santander,3500,700,700,2700,1300,5900,No,No,2700,No,Ninguno,No,3
25766,295,2023,103300,40900,24400,67900,Ambas,Banamex,3700,2400,1500,1500,1800,4600,Sí,Sí,1700,No,Ninguno,No,1
67837,295,2024,146000,41000,37500,13200,Ambas,Inbursa,2000,1000,1500,500,1500,4900,Sí,No,4700,No,Ninguno,No,5
34992,295,2025,2300,15400,5600,1400,Ambas,BBVA,1500,1800,1300,700,1200,2000,No,No,900,No,Ninguno,Sí,1
75732,295,2026,50400,25100,7400,32100,Crédito,Banorte,1900,1700,400,500,2000,5900,Sí,Sí,7500,Sí,Ninguno,No,3
22317,296,2023,43000,13700,5300,5900,Ambas,Banorte,5000,900,800,1100,400,4400,Sí,Sí,8200,Sí,Tarjeta,No,2
39863,296,2024,95100,21200,5900,52500,Ninguna,Banorte,5100,2700,2100,1700,1400,5900,Sí,Sí,17100,Sí,Personal,No,3
34200,296,2025,54900,34300,13100,17000,Ninguna,Santander,3600,2100,1200,1700,2200,7700,No,Sí,2000,Sí,Tarjeta,No,2
72759,296,2026,55500,15700,3900,12600,Débito,Banamex,2200,2500,500,2100,2000,2300,No,No,14100,Sí,Tarjeta,No,2
13526,297,2023,9800,2600,4200,5200,Ambas,Santander,3000,1100,300,3800,900,2300,No,No,1400,No,Ninguno,No,0
87929,297,2024,83500,74200,13200,30700,Crédito,Banamex,3900,1900,400,900,300,4100,Sí,No,6600,No,Ninguno,No,1
92897,297,2025,10200,5500,6100,4200,Ninguna,Ninguno,2600,2700,700,1000,400,2100,No,No,3600,No,Ninguno,No,0
87774,297,2026,4600,3000,3500,1800,Ninguna,Banamex,2600,1200,300,1600,1300,4900,Sí,Sí,900,No,Ninguno,No,3
20040,298,2023,94600,88700,10400,35100,Débito,HSBC,4500,700,1200,2500,800,2500,Sí,No,16000,No,Ninguno,No,4
19039,298,2024,45200,32000,9800,20400,Débito,BBVA,5000,800,1300,800,1600,3000,No,Sí,18000,Sí,Hipotecario,Sí,5
53585,298,2025,5100,10700,5500,2500,Débito,Ninguno,1900,1900,1400,3000,1800,2800,Sí,No,3000,Sí,Personal,No,0
95541,298,2026,116400,73700,27100,56900,Ambas,Banorte,5100,1900,800,1900,1000,3000,Sí,Sí,11500,Sí,Ninguno,No,2
67089,299,2023,4500,2200,5500,1300,Ambas,Ninguno,4000,1300,1000,2200,2300,3000,Sí,No,800,No,Ninguno,No,0
70254,299,2024,108600,74100,21800,26200,Débito,Banamex,2000,1600,600,2200,1200,7000,Sí,Sí,10800,Sí,Ninguno,No,2
58313,299,2025,62600,9800,6000,19500,Ambas,BBVA,2800,1300,1700,600,1400,3900,No,No,10400,No,Ninguno,No,1
87938,299,2026,73100,34000,11500,4400,Ninguna,Banorte,2800,1300,1600,1100,1800,3000,No,Sí,8000,Sí,Automotriz,No,1
54566,300,2023,99200,17000,5800,23100,Crédito,Banamex,3000,1400,300,2000,1000,7000,No,No,18400,No,Ninguno,No,3
50279,300,2024,162900,24100,31400,107500,Crédito,BBVA,3900,800,1100,2600,1300,4900,Sí,No,39700,No,Ninguno,No,3
35259,300,2025,177700,43100,46600,74800,Débito,Banamex,4100,3200,1100,1300,1500,4100,No,Sí,7900,No,Ninguno,No,1
30553,300,2026,9200,9400,4500,5300,Ninguna,Banorte,2400,700,2000,300,2000,4600,No,No,2000,Sí,Automotriz,Sí,1
98291,301,2023,64400,72300,4900,38400,Ambas,BBVA,1700,600,600,1700,1600,3700,Sí,Sí,8600,No,Ninguno,No,3
96888,301,2024,108900,32400,4800,5300,Ambas,BBVA,3500,2600,1000,2100,1300,6900,Sí,Sí,6600,Sí,Tarjeta,Sí,5
28693,301,2025,105900,19400,8200,41400,Débito,BBVA,5700,1500,1200,900,400,6000,No,Sí,7500,No,Ninguno,No,1
21620,301,2026,110000,58400,15700,20700,Ambas,Inbursa,5600,1200,500,1100,1400,3300,No,Sí,5400,Sí,Ninguno,No,3
81122,302,2023,59500,73000,20300,32000,Ambas,Banamex,3900,1200,1000,300,800,6100,Sí,Sí,9500,Sí,Personal,No,1
79074,302,2024,7200,5000,4800,4700,Ninguna,Ninguno,3300,900,1200,2300,500,3400,Sí,Sí,4400,No,Ninguno,No,1
96313,302,2025,54900,23100,10400,25100,Ambas,BBVA,2500,1200,900,2100,1700,2500,Sí,Sí,10300,No,Ninguno,No,1
36742,302,2026,76700,11800,7600,8300,Ambas,BBVA,4200,1200,1600,2200,1800,2800,Sí,Sí,2700,No,Ninguno,No,1
23785,303,2023,4200,7700,5500,1700,Ninguna,Banamex,4900,1100,200,1400,1900,3800,No,No,1300,No,Ninguno,Sí,0
98469,303,2024,24700,16100,8400,11800,Ninguna,Banamex,5700,2500,1500,1400,1600,4500,Sí,Sí,1600,Sí,Ninguno,No,3
75739,303,2025,52900,31500,18300,30400,Débito,Santander,1700,2400,800,1000,800,8200,Sí,No,4600,No,Ninguno,Sí,3
21156,303,2026,65000,16100,10400,16000,Débito,Santander,3800,900,1100,2300,2100,4300,No,No,1200,Sí,Automotriz,Sí,5
84949,304,2023,20400,1000,6000,3800,Débito,Ninguno,5400,2000,1000,1400,400,8300,No,No,400,No,Ninguno,No,3
44234,304,2024,322100,106700,22600,19600,Ambas,Banamex,4100,1400,1200,2600,1200,8300,Sí,Sí,6400,No,Ninguno,No,2
93234,304,2025,113700,88600,27500,25900,Crédito,BanBajío,4200,1300,900,1000,1700,3600,Sí,Sí,13500,Sí,Tarjeta,No,2
63931,304,2026,68600,22800,12100,33000,Débito,Banamex,3500,1200,300,500,900,8700,Sí,Sí,4800,Sí,Ninguno,No,1
77828,305,2023,5800,9400,4800,5000,Ninguna,Ninguno,4700,2900,2300,1300,2700,5000,No,Sí,700,No,Ninguno,Sí,0
34509,305,2024,252200,56500,14000,48900,Ambas,BBVA,4500,1800,1000,2700,1200,6000,Sí,No,19100,No,Ninguno,No,2
15640,305,2025,68600,33500,13500,10500,Ambas,Banorte,3200,900,700,2500,1600,5200,Sí,No,20300,Sí,Tarjeta,No,4
62663,305,2026,10100,3000,4000,5100,Ninguna,Inbursa,4000,2000,400,800,800,5900,Sí,No,700,No,Ninguno,No,1
55562,306,2023,55200,27300,6000,18700,Crédito,BanBajío,5700,1100,500,1800,800,3200,Sí,Sí,9200,No,Ninguno,No,2
51535,306,2024,12700,9800,5300,3000,Ninguna,Ninguno,4100,700,400,1600,1800,2300,Sí,No,700,No,Ninguno,No,0
24625,306,2025,3100,11400,3700,1800,Débito,BBVA,3700,1400,1500,1000,700,5400,Sí,No,1200,No,Ninguno,No,0
46993,306,2026,44200,51500,14800,11800,Ambas,Banamex,4500,800,500,1100,2100,5100,Sí,No,2800,No,Ninguno,No,3
59843,307,2023,62400,15900,6500,17800,Ambas,BBVA,3500,1800,800,600,1200,4000,No,Sí,5100,Sí,Hipotecario,No,2
48609,307,2024,76700,48400,3900,62900,Ambas,BBVA,2300,900,300,700,2100,3400,Sí,No,9400,Sí,Tarjeta,No,4
32826,307,2025,68600,29500,19000,4300,Débito,Santander,2300,1800,800,3000,1300,4500,Sí,No,15100,Sí,Automotriz,No,3
40255,307,2026,137000,20000,6500,53500,Ambas,HSBC,1800,2200,300,2700,1700,6200,Sí,Sí,24200,No,Ninguno,No,1
89577,308,2023,87000,27200,16100,13100,Débito,HSBC,1600,3000,500,1400,500,5900,No,Sí,8600,Sí,Tarjeta,No,3
40936,308,2024,70500,31200,9800,16300,Débito,Santander,2300,1100,600,700,800,5800,Sí,Sí,10400,Sí,Personal,No,1
18354,308,2025,24400,41100,7500,10500,Ninguna,Banamex,2200,3000,900,1700,1700,3100,Sí,Sí,1900,Sí,Tarjeta,No,3
81650,308,2026,54200,32300,10500,17100,Débito,Banamex,1800,900,1400,2600,1800,3700,Sí,No,7800,Sí,Ninguno,Sí,2
